   n, insertion_cmp, insertion_swaps, insertion_time, quick_cmp, quick_swaps, quick_time, selection_cmp, selection_swaps, selection_time, heap_cmp, heap_swaps, heap_time
 328,           484,             158,              6,     37907,         552,         35,         53628,              94,             60,    10374,       2664,        30
 329,           485,             158,              6,     38235,         554,         36,         53956,              94,             61,    10389,       2665,        35
 330,           486,             158,             10,     38564,         556,         54,         54285,              94,             98,    10450,       2683,        45
 331,           488,             159,              9,     38566,         556,         36,         54615,              95,             62,    10477,       2691,        31
 332,           490,             160,              6,     38898,         559,         37,         54946,              96,             62,    10520,       2702,        44
 333,           494,             163,              6,     38571,         560,         34,         55278,              95,             61,    10552,       2709,        35
 334,           495,             163,              6,     38904,         562,         35,         55611,              95,             61,    10600,       2723,        30
 335,           496,             163,              6,     39238,         564,         35,         55945,              95,             60,    10631,       2730,        30
 336,           497,             163,              6,     39573,         566,         36,         56280,              95,             61,    10678,       2743,        31
 337,           498,             163,              9,     39909,         568,        154,         56616,              95,            102,    10715,       2751,        49
 338,           499,             163,             12,     40246,         570,         38,         56953,              95,             71,    10736,       2754,        32
 339,           500,             163,              6,     40584,         572,         38,         57291,              95,             63,    10777,       2767,        32
 340,           502,             164,              6,     40586,         572,         37,         57630,              96,             63,    10828,       2782,        31
 341,           504,             165,              6,     40927,         575,         37,         57970,              97,             64,    10870,       2793,        31
 342,           505,             165,              6,     41268,         577,         37,         58311,              97,             63,    10901,       2799,        31
 343,           506,             165,              6,     41610,         579,         37,         58653,              97,             64,    10962,       2817,        31
 344,           507,             165,              6,     41953,         581,         38,         58996,              97,             64,    10973,       2815,        32
 345,           510,             167,              6,     41615,         581,         37,         59340,              99,             65,    11014,       2826,        32
 346,           512,             168,              6,     41960,         582,         37,         59685,             100,             65,    11058,       2838,        33
 347,           517,             172,              6,     41622,         584,         37,         60031,             100,             65,    11093,       2846,        31
 348,           518,             172,              6,     41969,         586,         37,         60378,             100,             81,    11138,       2859,        32
 349,           519,             172,              6,     42317,         588,         38,         60726,             100,             66,    11167,       2865,        32
 350,           520,             172,              6,     42666,         590,         38,         61075,             100,             66,    11212,       2878,        32
 351,           522,             173,              6,     42668,         590,         37,         61425,             101,             67,    11233,       2881,        32
 352,           524,             174,              6,     43020,         593,         39,         61776,             102,             67,    11277,       2892,       116
 353,           525,             174,             12,     43372,         595,         71,         62128,             102,            111,    11318,       2903,        58
 354,           526,             174,             11,     43725,         597,         41,         62481,             102,             68,    11364,       2918,        38
 355,           527,             174,              8,     44079,         599,         63,         62835,             102,            118,    11393,       2922,        52
 356,           528,             174,             12,     44434,         601,         70,         63190,             102,            123,    11446,       2938,        53
 357,           530,             175,             12,     44436,         601,         76,         63546,             103,            123,    11460,       2939,        52
 358,           531,             175,             12,     44793,         603,         69,         63903,             103,            124,    11514,       2955,        52
 359,           532,             175,             12,     45151,         605,         67,         64261,             103,            131,    11540,       2960,        53
 360,           533,             175,             12,     45510,         607,         69,         64620,             103,            118,    11581,       2970,        54
 361,           535,             176,             12,     45512,         607,         67,         64980,             104,            141,    11617,       2978,        48
 362,           538,             178,              7,     45514,         609,         59,         65341,             104,            119,    11658,       2989,        54
 363,           539,             178,             12,     45876,         611,         67,         65703,             104,            132,    11725,       3011,        55
 364,           543,             181,             11,     45881,         614,         70,         66066,             107,            121,    11754,       3019,        52
 365,           544,             181,             11,     46245,         616,         67,         66430,             107,            109,    11776,       3021,        52
 366,           545,             181,             12,     46610,         618,         71,         66795,             107,            128,    11832,       3039,        61
 367,           546,             181,             12,     46976,         620,         71,         67161,             107,            127,    11854,       3042,        55
 368,           548,             182,             12,     46978,         620,         71,         67528,             108,            128,    11875,       3046,        58
 369,           550,             183,             12,     47347,         623,         81,         67896,             109,            129,    11906,       3053,        58
 370,           551,             183,             14,     47716,         625,         71,         68265,             109,            127,    11969,       3072,        56
 371,           552,             183,             12,     48086,         627,         85,         68635,             109,            132,    12001,       3081,        54
 372,           553,             183,             12,     48457,         629,         70,         69006,             109,            127,    12044,       3091,        54
 373,           555,             184,             11,     48459,         629,         70,         69378,             110,            128,    12075,       3096,        55
 374,           556,             184,             12,     48832,         631,         83,         69751,             110,            116,    12114,       3110,        55
 375,           557,             184,             12,     49206,         633,         72,         70125,             110,            129,    12157,       3121,        55
 376,           559,             185,             11,     49208,         633,         71,         70500,             111,            138,    12182,       3124,        35
 377,           562,             187,              8,     49210,         635,         44,         70876,             111,             74,    12219,       3133,        34
 378,           566,             190,              7,     49214,         637,         42,         71253,             112,             86,    12262,       3144,        41
 379,           568,             191,              7,     49964,         638,         42,         71631,             113,             75,    12314,       3159,        35
 380,           569,             191,              7,     50343,         640,         48,         72010,             113,             75,    12354,       3171,        34
 381,           570,             191,              7,     50723,         642,         43,         72390,             113,             75,    12382,       3177,        34
 382,           572,             192,             11,     50725,         642,         72,         72771,             114,            135,    12422,       3186,        53
 383,           573,             192,             11,     51107,         644,         78,         73153,             114,            140,    12476,       3203,        51
 384,           576,             194,             14,     51111,         647,         70,         73536,             116,            123,    12496,       3207,        53
 385,           577,             194,              7,     51495,         649,         88,         73920,             116,            121,    12554,       3223,        52
 386,           578,             194,             11,     51880,         651,        117,         74305,             116,            141,    12573,       3226,        88
 387,           579,             194,             11,     52266,         653,         67,         74691,             116,            123,    12590,       3229,        46
 388,           580,             194,              7,     52653,         655,         45,         75078,             116,             85,    12648,       3248,        36
 389,           582,             195,              7,     52655,         655,         52,         75466,             117,             79,    12684,       3254,        36
 390,           585,             197,              7,     52657,         657,         44,         75855,             117,             80,    12727,       3266,        36
 391,           586,             197,              7,     53047,         659,         44,         76245,             117,             79,    12773,       3279,        37
 392,           588,             198,              7,     53049,         659,         44,         76636,             118,             79,    12810,       3288,        68
 393,           589,             198,              9,     53441,         661,         64,         77028,             118,             93,    12830,       3292,        37
 394,           590,             198,              7,     53834,         663,         46,         77421,             118,            108,    12881,       3305,        59
 395,           592,             199,             13,     53836,         663,         71,         77815,             119,            154,    12921,       3314,        59
 396,           593,             199,             14,     54231,         665,         74,         78210,             119,            136,    12960,       3326,        55
 397,           594,             199,             13,     54627,         667,         79,         78606,             119,            136,    12992,       3333,        60
 398,           595,             199,             30,     55024,         669,         74,         79003,             119,            143,    13038,       3347,        54
 399,           597,             200,             12,     55026,         669,         76,         79401,             120,            139,    13061,       3350,        54
 400,           598,             200,             12,     55425,         671,         76,         79800,             120,            132,    13105,       3362,        56
 401,           599,             200,             12,     55825,         673,         75,         80200,             120,            149,    13130,       3369,        56
 402,           601,             201,             12,     55827,         673,         73,         80601,             121,            133,    13200,       3390,        57
 403,           603,             202,             13,     56230,         676,         55,         81003,             122,             90,    13224,       3394,        44
 404,           607,             205,              7,     55832,         677,         48,         81406,             121,             84,    13267,       3406,        38
 405,           608,             205,              7,     56236,         679,         47,         81810,             121,             85,    13298,       3412,        37
 406,           609,             205,              7,     56641,         681,         47,         82215,             121,             85,    13329,       3420,        37
 407,           610,             205,              7,     57047,         683,         47,         82621,             121,             91,    13370,       3430,        37
 408,           611,             205,              7,     57454,         685,         47,         83028,             121,             86,    13400,       3437,        38
 409,           612,             205,              7,     57862,         687,         48,         83436,             121,             87,    13428,       3445,        52
 410,           613,             205,             10,     58271,         689,         52,         83845,             121,             86,    13483,       3461,        42
 411,           616,             207,              8,     57867,         689,         71,         84255,             123,             88,    13510,       3467,        38
 412,           620,             210,             93,     57871,         690,         49,         84666,             124,             91,    13553,       3478,        40
 413,           621,             210,              8,     58283,         692,         49,         85078,             124,             89,    13608,       3494,        38
 414,           622,             210,              7,     58696,         694,         48,         85491,             124,             89,    13639,       3499,        38
 415,           623,             210,              7,     59110,         696,         96,         85905,             124,            161,    13667,       3507,        62
 416,           624,             210,             13,     59525,         698,         85,         86320,             124,            174,    13727,       3523,        46
 417,           625,             210,              8,     59941,         700,         50,         86736,             124,            111,    13767,       3535,        39
 418,           626,             210,              8,     60358,         702,         55,         87153,             124,             89,    13808,       3546,        38
 419,           628,             211,              7,     60360,         702,         49,         87571,             125,             90,    13816,       3543,        39
 420,           629,             211,              8,     60779,         704,         60,         87990,             125,             91,    13868,       3560,        39
 421,           630,             211,              8,     61199,         706,         50,         88410,             125,             90,    13904,       3569,        38
 422,           631,             211,              4,     61620,         708,         50,         88831,             125,             91,    13939,       3578,        38
 423,           633,             212,              3,     61622,         708,         50,         89253,             126,             96,    13977,       3586,        38
 424,           634,             212,              2,     62045,         710,         51,         89676,             126,             92,    14024,       3599,        38
 425,           635,             212,              2,     62469,         712,         51,         90100,             126,             92,    14061,       3607,        39
 426,           636,             212,              2,     62894,         714,         51,         90525,             126,             93,    14103,       3619,        39
 427,           637,             212,              2,     63320,         716,         51,         90951,             126,             96,    14134,       3627,        39
 428,           639,             213,              2,     63322,         716,         50,         91378,             127,             93,    14165,       3634,        39
 429,           640,             213,              2,     63750,         718,         51,         91806,             127,             94,    14199,       3642,        39
 430,           641,             213,              2,     64179,         720,         51,         92235,             127,            107,    14245,       3655,        38
 431,           642,             213,              2,     64609,         722,         50,         92665,             127,             92,    14271,       3660,        40
 432,           643,             213,              2,     65040,         724,         51,         93096,             127,             92,    14304,       3667,        38
 433,           645,             214,              3,     65042,         724,         51,         93528,             128,            107,    14340,       3677,        38
 434,           646,             214,              2,     65475,         726,         50,         93961,             128,            105,    14386,       3689,        38
 435,           647,             214,              2,     65909,         728,         50,         94395,             128,             92,    14429,       3702,        47
 436,           648,             214,              3,     66344,         730,         50,         94830,             128,             92,    14454,       3707,        38
 437,           649,             214,              2,     66780,         732,         51,         95266,             128,             93,    14510,       3723,        38
 438,           650,             214,              2,     67217,         734,         57,         95703,             128,            130,    14539,       3729,        57
 439,           651,             214,              3,     67655,         736,         52,         96141,             128,             93,    14587,       3741,        38
 440,           652,             214,              2,     68094,         738,         63,         96580,             128,            108,    14606,       3744,        40
 441,           655,             216,              3,     67660,         738,         57,         97020,             130,             96,    14639,       3753,        39
 442,           656,             216,              2,     68101,         740,         53,         97461,             130,             97,    14693,       3767,        40
 443,           657,             216,              2,     68543,         742,         53,         97903,             130,            105,    14733,       3778,        40
 444,           658,             216,              3,     68986,         744,         66,         98346,             130,             95,    14769,       3787,        38
 445,           659,             216,              2,     69430,         746,         52,         98790,             130,             95,    14819,       3802,        52
 446,           660,             216,              4,     69875,         748,         73,         99235,             130,            131,    14839,       3805,        49
 447,           661,             216,              4,     70321,         750,        100,         99681,             130,            117,    14884,       3819,       100
 448,           662,             216,              4,     70768,         752,         58,        100128,             130,            122,    14928,       3829,        45
 449,           663,             216,              3,     71216,         754,         56,        100576,             130,            100,    14950,       3833,        40
 450,           665,             217,              3,     71218,         754,         65,        101025,             131,            114,    15004,       3849,        52
 451,           668,             219,              3,     71220,         756,         55,        101475,             131,            101,    15036,       3855,        40
 452,           669,             219,              3,     71671,         758,         56,        101926,             131,            101,    15080,       3869,        55
 453,           670,             219,              2,     72123,         760,         54,        102378,             131,             98,    15118,       3879,        44
 454,           671,             219,              2,     72576,         762,         55,        102831,             131,             98,    15163,       3892,        40
 455,           673,             220,              3,     72578,         762,         54,        103285,             132,             99,    15206,       3901,        40
 456,           674,             220,              2,     73033,         764,         55,        103740,             132,            114,    15235,       3907,        41
 457,           675,             220,              3,     73489,         766,         56,        104196,             132,            114,    15267,       3916,        41
 458,           676,             220,              3,     73946,         768,         57,        104653,             132,            104,    15313,       3928,        42
 459,           678,             221,              2,     73948,         768,         56,        105111,             133,            104,    15352,       3936,        41
 460,           680,             222,              3,     74408,         771,         57,        105570,             134,            105,    15397,       3949,        41
 461,           683,             224,              3,     74410,         773,         57,        106030,             134,            105,    15431,       3958,        41
 462,           684,             224,              3,     74871,         775,         57,        106491,             134,            105,    15455,       3963,        41
 463,           685,             224,              2,     75333,         777,         57,        106953,             134,            105,    15500,       3975,        55
 464,           686,             224,              2,     75796,         779,         56,        107416,             134,            118,    15538,       3988,        53
 465,           687,             224,              3,     76260,         781,         75,        107880,             134,            150,    15567,       3993,        58
 466,           688,             224,              4,     76725,         783,         79,        108345,             134,            105,    15616,       4006,        40
 467,           689,             224,              3,     77191,         785,         58,        108811,             134,            110,    15645,       4012,        41
 468,           690,             224,              3,     77658,         787,         58,        109278,             134,            105,    15677,       4018,        45
 469,           691,             224,              3,     78126,         789,         58,        109746,             134,            105,    15726,       4034,        41
 470,           692,             224,              3,     78595,         791,         58,        110215,             134,            105,    15773,       4046,        41
 471,           694,             225,              3,     78597,         791,         58,        110685,             135,            107,    15813,       4056,        41
 472,           696,             226,              3,     79069,         794,         59,        111156,             136,            106,    15842,       4064,        41
 473,           697,             226,              2,     79541,         796,         59,        111628,             136,            108,    15884,       4073,        41
 474,           698,             226,              3,     80014,         798,         59,        112101,             136,            162,    15916,       4083,        41
 475,           699,             226,              3,     80488,         800,         61,        112575,             136,            109,    15953,       4090,        42
 476,           702,             228,              3,     80019,         800,         61,        113050,             138,            115,    16008,       4107,        42
 477,           703,             228,              2,     80495,         802,         60,        113526,             138,            114,    16049,       4118,        42
 478,           704,             228,              2,     80972,         804,         60,        114003,             138,            112,    16076,       4124,        42
 479,           706,             229,              3,     80974,         804,         60,        114481,             139,            110,    16119,       4135,        42
 480,           708,             230,              3,     81454,         807,         60,        114960,             140,            109,    16148,       4142,        43
 481,           712,             233,              3,     80979,         808,         62,        115440,             139,            112,    16198,       4156,        42
 482,           713,             233,              3,     81460,         810,         62,        115921,             139,            111,    16225,       4161,        57
 483,           714,             233,              3,     81942,         812,         61,        116403,             139,            112,    16265,       4172,        51
 484,           716,             234,              3,     81944,         812,         61,        116886,             140,            112,    16323,       4189,        43
 485,           718,             235,              3,     82429,         815,         61,        117370,             141,            110,    16354,       4196,        75
 486,           719,             235,              4,     82914,         817,         83,        117855,             141,            127,    16394,       4206,        77
 487,           720,             235,              3,     83400,         819,         79,        118341,             141,            150,    16428,       4216,        56
 488,           722,             236,              4,     83402,         819,         95,        118828,             142,            158,    16471,       4228,        47
 489,           723,             236,              3,     83890,         821,         63,        119316,             142,            115,    16488,       4230,        43
 490,           724,             236,              3,     84379,         823,         76,        119805,             142,            115,    16533,       4240,        43
 491,           726,             237,              3,     84381,         823,         62,        120295,             143,            114,    16575,       4253,        43
 492,           727,             237,              3,     84872,         825,         63,        120786,             143,            115,    16623,       4265,        43
 493,           729,             238,              3,     84874,         825,         62,        121278,             144,            142,    16674,       4280,        78
 494,           730,             238,              5,     85367,         827,        106,        121771,             144,            220,    16693,       4283,        71
 495,           731,             238,              5,     85861,         829,        106,        122265,             144,            222,    16731,       4294,        70
 496,           732,             238,              5,     86356,         831,        110,        122760,             144,            196,    16755,       4297,        70
 497,           733,             238,              5,     86852,         833,        107,        123256,             144,            221,    16792,       4305,        70
 498,           734,             238,              5,     87349,         835,        111,        123753,             144,            200,    16848,       4323,        66
 499,           736,             239,              5,     87351,         835,        159,        124251,             145,            213,    16881,       4331,        70
 500,           739,             241,              6,     87353,         837,        112,        124750,             145,            223,    16921,       4341,        70
 501,           742,             243,             14,     87854,         840,         99,        125250,             147,            195,    16959,       4350,       187
 502,           743,             243,              5,     88355,         842,        117,        125751,             147,            196,    16971,       4349,        67
 503,           744,             243,              4,     88857,         844,        120,        126253,             147,            251,    17008,       4358,        62
 504,           745,             243,              5,     89360,         846,        109,        126756,             147,            223,    17058,       4374,        71
 505,           746,             243,              5,     89864,         848,        116,        127260,             147,            228,    17096,       4382,        72
 506,           748,             244,              5,     89866,         848,        121,        127765,             148,            229,    17135,       4393,        74
 507,           751,             246,              5,     89868,         850,        117,        128271,             148,            241,    17163,       4397,        47
 508,           752,             246,              7,     90375,         852,         78,        128778,             148,            124,    17209,       4410,        45
 509,           753,             246,              3,     90883,         854,         67,        129286,             148,            122,    17238,       4416,        45
 510,           754,             246,              3,     91392,         856,         67,        129795,             148,            139,    17299,       4435,        47
 511,           755,             246,              3,     91902,         858,         74,        130305,             148,            128,    17333,       4444,        46
 512,           756,             246,              3,     92413,         860,         69,        130816,             148,            129,    17396,       4462,        47
 513,           758,             247,              3,     92415,         860,         69,        131328,             149,            128,    17432,       4472,        54
 514,           760,             248,              3,     92929,         863,         99,        131841,             150,            176,    17474,       4483,        55
 515,           764,             251,              5,     92420,         864,        110,        132355,             149,            211,    17522,       4496,        71
 516,           765,             251,              5,     92935,         866,        120,        132870,             149,            231,    17573,       4512,        76
 517,           766,             251,              5,     93451,         868,        120,        133386,             149,            224,    17613,       4519,        69
 518,           767,             251,              5,     93968,         870,        113,        133903,             149,            213,    17646,       4528,       143
 519,           770,             253,              5,     93456,         870,        112,        134421,             151,            218,    17700,       4541,        72
 520,           771,             253,              5,     93975,         872,        112,        134940,             151,            208,    17728,       4547,        69
 521,           772,             253,              5,     94495,         874,        111,        135460,             151,            219,    17759,       4554,        69
 522,           773,             253,              5,     95016,         876,        113,        135981,             151,            217,    17818,       4572,        70
 523,           775,             254,              5,     95018,         876,        113,        136503,             152,            240,    17880,       4589,       102
 524,           778,             256,              5,     95020,         878,        119,        137026,             152,            245,    17911,       4597,       175
 525,           782,             259,              5,     95024,         880,        156,        137550,             153,            132,    17948,       4605,       110
 526,           783,             259,              4,     95549,         882,         70,        138075,             153,            132,    17995,       4618,        84
 527,           784,             259,              3,     96075,         884,         70,        138601,             153,            140,    18029,       4624,        93
 528,           785,             259,              3,     96602,         886,         71,        139128,             153,            310,    18082,       4638,        75
 529,           786,             259,              3,     97130,         888,         71,        139656,             153,            132,    18124,       4650,        76
 530,           788,             260,              3,     97132,         888,         81,        140185,             154,            134,    18184,       4668,        58
 531,           789,             260,              3,     97662,         890,         71,        140715,             154,            134,    18208,       4672,        60
 532,           790,             260,              3,     98193,         892,         71,        141246,             154,            179,    18248,       4683,        87
 533,           791,             260,              3,     98725,         894,         72,        141778,             154,            134,    18287,       4692,        60
 534,           792,             260,              3,     99258,         896,         72,        142311,             154,            178,    18328,       4703,        61
 535,           793,             260,              4,     99792,         898,         72,        142845,             154,            134,    18369,       4713,        61
 536,           795,             261,              3,     99794,         898,         72,        143380,             155,            135,    18406,       4722,        57
 537,           798,             263,              3,     99796,         900,         71,        143916,             155,            145,    18457,       4737,        60
 538,           799,             263,              3,    100333,         902,         73,        144453,             155,            136,    18501,       4748,        58
 539,           800,             263,              3,    100871,         904,         72,        144991,             155,            138,    18525,       4751,        58
 540,           801,             263,              3,    101410,         906,         73,        145530,             155,            150,    18575,       4766,       123
 541,           802,             263,              3,    101950,         908,         73,        146070,             155,            138,    18631,       4782,        61
 542,           803,             263,              3,    102491,         910,         73,        146611,             155,            140,    18681,       4794,        58
 543,           804,             263,              3,    103033,         912,         74,        147153,             155,            152,    18698,       4798,        63
 544,           805,             263,              4,    103576,         914,        125,        147696,             155,            225,    18734,       4805,        63
 545,           806,             263,              4,    104120,         916,         76,        148240,             155,            173,    18790,       4821,       197
 546,           807,             263,              5,    104665,         918,        117,        148785,             155,            252,    18822,       4829,       153
 547,           809,             264,              5,    104667,         918,        109,        149331,             156,            255,    18854,       4832,       157
 548,           812,             266,              4,    104669,         920,        256,        149878,             156,            199,    18906,       4847,        99
 549,           816,             269,              5,    104673,         922,        122,        150426,             157,            251,    18954,       4860,       108
 550,           821,             273,              6,    104677,         924,        128,        150975,             157,            264,    18995,       4870,       104
 551,           822,             273,              6,    105227,         926,        128,        151525,             157,            314,    19022,       4877,       109
 552,           823,             273,              6,    105778,         928,        130,        152076,             157,            260,    19076,       4894,       123
 553,           824,             273,             11,    106330,         930,        114,        152628,             157,            199,    19125,       4906,        78
 554,           825,             273,              5,    106883,         932,        108,        153181,             157,            245,    19174,       4918,       120
 555,           827,             274,              6,    106885,         932,        133,        153735,             158,            259,    19220,       4931,       138
 556,           828,             274,              4,    107440,         934,         81,        154290,             158,            157,    19253,       4939,        64
 557,           829,             274,              4,    107996,         936,         80,        154846,             158,            150,    19295,       4947,        64
 558,           833,             277,              4,    107448,         939,         80,        155403,             161,            151,    19341,       4960,        63
 559,           834,             277,              3,    108006,         941,         79,        155961,             161,            156,    19369,       4966,        63
 560,           835,             277,              3,    108565,         943,         80,        156520,             161,            152,    19433,       4986,        59
 561,           836,             277,              3,    109125,         945,         80,        157080,             161,            153,    19464,       4992,        48
 562,           837,             277,              3,    109686,         947,         91,        157641,             161,            154,    19501,       5000,        48
 563,           838,             277,              3,    110248,         949,         92,        158203,             161,            281,    19522,       5004,        79
 564,           839,             277,              6,    110811,         951,        157,        158766,             161,            325,    19576,       5020,        72
 565,           840,             277,              6,    111375,         953,        139,        159330,             161,            670,    19622,       5031,        74
 566,           841,             277,              7,    111940,         955,        150,        159895,             161,            306,    19666,       5043,        73
 567,           842,             277,              6,    112506,         957,        130,        160461,             161,            270,    19705,       5051,        66
 568,           843,             277,              5,    113073,         959,        130,        161028,             161,            230,    19758,       5068,        66
 569,           845,             278,              5,    113075,         959,        172,        161596,             162,            279,    19793,       5074,       119
 570,           846,             278,              5,    113644,         961,        121,        162165,             162,            236,    19839,       5087,        70
 571,           847,             278,             19,    114214,         963,        127,        162735,             162,            241,    19878,       5095,        74
 572,           848,             278,              6,    114785,         965,        140,        163306,             162,            295,    19915,       5106,        78
 573,           849,             278,              6,    115357,         967,        155,        163878,             162,            282,    19966,       5120,        70
 574,           850,             278,              5,    115930,         969,        145,        164451,             162,            281,    20001,       5126,        71
 575,           851,             278,              6,    116504,         971,        139,        165025,             162,            275,    20026,       5130,        74
 576,           853,             279,              6,    116506,         971,        133,        165600,             163,            266,    20051,       5138,        73
 577,           855,             280,              6,    117083,         974,        140,        166176,             164,            285,    20092,       5145,        74
 578,           858,             282,              6,    117085,         976,        144,        166753,             164,            298,    20153,       5163,       120
 579,           859,             282,              6,    117663,         978,        294,        167331,             164,            236,    20186,       5171,        49
 580,           860,             282,              4,    118242,         980,        122,        167910,             164,            247,    20233,       5186,        77
 581,           861,             282,              6,    118822,         982,        151,        168490,             164,            284,    20272,       5196,        82
 582,           863,             283,              6,    118824,         982,        140,        169071,             165,            269,    20311,       5205,        77
 583,           864,             283,              6,    119406,         984,        150,        169653,             165,            310,    20363,       5219,        79
 584,           865,             283,              4,    119989,         986,         98,        170236,             165,            268,    20399,       5225,        73
 585,           866,             283,              5,    120573,         988,        291,        170820,             165,            374,    20434,       5234,        93
 586,           869,             285,              7,    119994,         988,        157,        171405,             167,            230,    20478,       5245,        60
 587,           870,             285,              4,    120580,         990,         92,        171991,             167,            176,    20521,       5257,        52
 588,           871,             285,              9,    121167,         992,         99,        172578,             167,            180,    20573,       5272,        52
 589,           872,             285,              4,    121755,         994,        141,        173166,             167,            316,    20602,       5277,        83
 590,           875,             287,              4,    121172,         994,         92,        173755,             169,            174,    20655,       5292,        52
 591,           876,             287,              4,    121762,         996,         92,        174345,             169,            175,    20682,       5298,        53
 592,           877,             287,              4,    122353,         998,         91,        174936,             169,            258,    20737,       5312,        52
 593,           878,             287,              4,    122945,        1000,         92,        175528,             169,            175,    20769,       5320,        53
 594,           880,             288,              4,    122947,        1000,         92,        176121,             170,            179,    20836,       5340,        52
 595,           882,             289,              4,    123542,        1003,         93,        176715,             171,            177,    20858,       5343,        70
 596,           883,             289,              5,    124137,        1005,        140,        177310,             171,            321,    20894,       5353,        79
 597,           884,             289,              7,    124733,        1007,        141,        177906,             171,            260,    20945,       5367,        75
 598,           885,             289,              6,    125330,        1009,        191,        178503,             171,            296,    20988,       5378,        79
 599,           886,             289,              6,    125928,        1011,        156,        179101,             171,            338,    21044,       5393,        65
 600,           887,             289,              4,    126527,        1013,         93,        179700,             171,            236,    21059,       5393,        78
 601,           888,             289,              6,    127127,        1015,        154,        180300,             171,            337,    21110,       5408,        51
 602,           890,             290,              4,    127129,        1015,         93,        180901,             172,            176,    21162,       5423,        52
 603,           892,             291,              4,    127732,        1018,         93,        181503,             173,            185,    21216,       5436,        51
 604,           896,             294,              4,    127134,        1019,         92,        182106,             172,            176,    21254,       5445,        52
 605,           897,             294,              4,    127738,        1021,         92,        182710,             172,            177,    21295,       5455,        51
 606,           898,             294,              6,    128343,        1023,        266,        183315,             172,            240,    21336,       5467,        90
 607,           899,             294,              6,    128949,        1025,        155,        183921,             172,            302,    21387,       5481,        80
 608,           900,             294,              6,    129556,        1027,        159,        184528,             172,            300,    21410,       5483,        80
 609,           902,             295,              7,    129558,        1027,        142,        185136,             173,            302,    21431,       5486,        78
 610,           903,             295,              6,    130167,        1029,        157,        185745,             173,            292,    21502,       5509,        80
 611,           904,             295,              6,    130777,        1031,        162,        186355,             173,            288,    21529,       5517,        80
 612,           906,             296,              6,    130779,        1031,        159,        186966,             174,            291,    21569,       5524,        79
 613,           907,             296,              6,    131391,        1033,        131,        187578,             174,            243,    21625,       5541,        65
 614,           908,             296,              5,    132004,        1035,        142,        188191,             174,            275,    21664,       5550,        70
 615,           909,             296,              5,    132618,        1037,        134,        188805,             174,            336,    21722,       5565,        72
 616,           910,             296,              5,    133233,        1039,        101,        189420,             174,            190,    21759,       5576,        56
 617,           912,             297,              4,    133235,        1039,        139,        190036,             175,            190,    21776,       5577,        55
 618,           913,             297,             13,    133852,        1041,         99,        190653,             175,            189,    21820,       5589,        54
 619,           914,             297,              4,    134470,        1043,        102,        191271,             175,            191,    21868,       5601,        55
 620,           915,             297,              4,    135089,        1045,         99,        191890,             175,            251,    21908,       5611,        75
 621,           917,             298,              7,    135091,        1045,        156,        192510,             176,            339,    21965,       5627,        88
 622,           918,             298,              5,    135712,        1047,        146,        193131,             176,            233,    21997,       5633,        70
 623,           919,             298,              5,    136334,        1049,        139,        193753,             176,            278,    22058,       5651,        80
 624,           921,             299,              6,    136336,        1049,        144,        194376,             177,            336,    22098,       5661,        89
 625,           922,             299,              6,    136960,        1051,        172,        195000,             177,            312,    22126,       5666,        77
 626,           925,             301,              6,    136964,        1054,        165,        195625,             179,            295,    22185,       5683,        80
 627,           929,             304,              6,    136968,        1055,        166,        196251,             180,            328,    22234,       5697,        80
 628,           930,             304,              6,    137595,        1057,        156,        196878,             180,            323,    22267,       5704,        93
 629,           931,             304,              6,    138223,        1059,        166,        197506,             180,            342,    22294,       5710,        79
 630,           933,             305,              6,    138225,        1059,        161,        198135,             181,            380,    22355,       5727,        91
 631,           934,             305,              8,    138855,        1061,        179,        198765,             181,            385,    22390,       5733,        89
 632,           936,             306,              7,    138857,        1061,        176,        199396,             182,            413,    22433,       5746,        83
 633,           937,             306,              6,    139489,        1063,        110,        200028,             182,            200,    22479,       5759,        57
 634,           938,             306,              4,    140122,        1065,        104,        200661,             182,            213,    22537,       5776,        56
 635,           940,             307,              4,    140124,        1065,        103,        201295,             183,            201,    22562,       5778,        57
 636,           941,             307,              4,    140759,        1067,        104,        201930,             183,            201,    22587,       5784,        63
 637,           945,             310,              4,    140129,        1067,        103,        202566,             184,            202,    22625,       5793,        57
 638,           948,             312,              4,    141397,        1072,        103,        203203,             184,            202,    22697,       5816,        56
 639,           949,             312,              4,    142035,        1074,        104,        203841,             184,            214,    22719,       5819,        57
 640,           950,             312,              4,    142674,        1076,        104,        204480,             184,            202,    22753,       5828,        57
 641,           951,             312,              4,    143314,        1078,        105,        205120,             184,            219,    22829,       5850,        73
 642,           953,             313,              6,    143316,        1078,        106,        205761,             185,            269,    22846,       5849,        56
 643,           954,             313,              5,    143958,        1080,        107,        206403,             185,            217,    22880,       5858,        58
 644,           955,             313,              4,    144601,        1082,        107,        207046,             185,            206,    22918,       5868,        58
 645,           956,             313,              4,    145245,        1084,        107,        207690,             185,            206,    22956,       5873,        62
 646,           958,             314,              4,    145247,        1084,        106,        208335,             186,            207,    23039,       5903,        58
 647,           959,             314,              4,    145893,        1086,        120,        208981,             186,            284,    23076,       5910,        85
 648,           962,             316,              5,    145896,        1089,        145,        209628,             187,            308,    23125,       5924,        84
 649,           967,             320,              6,    145256,        1088,        171,        210276,             187,            300,    23170,       5936,        59
