    n, insertion_cmp, insertion_swaps, insertion_time, quick_cmp, quick_swaps, quick_time, selection_cmp, selection_swaps, selection_time, heap_cmp, heap_swaps, heap_time
  432,           618,             189,             14,     66740,         725,         99,         93096,             122,            236,    14303,       3668,        66
  433,           619,             189,             14,     67172,         727,        103,         93528,             122,            240,    14347,       3679,        67
  434,           620,             189,             14,     67605,         729,         98,         93961,             122,            242,    14380,       3687,        86
  435,           621,             189,             14,     68039,         731,        102,         94395,             122,            249,    14408,       3693,        59
  436,           622,             189,             12,     68474,         733,        105,         94830,             122,            231,    14452,       3706,        60
  437,           623,             189,             11,     68910,         735,         78,         95266,             122,            344,    14487,       3715,        57
  438,           625,             190,             13,     68912,         735,         70,         95703,             123,            229,    14526,       3725,        58
  439,           626,             190,             13,     69350,         737,         90,         96141,             123,            283,    14568,       3734,        60
  440,           627,             190,             13,     69789,         739,         96,         96580,             123,            822,    14594,       3740,        86
  441,           629,             191,             14,     69791,         739,        101,         97020,             124,            250,    14645,       3754,        64
  442,           631,             192,            107,     70233,         742,        101,         97461,             125,            258,    14674,       3761,        64
  443,           632,             192,             14,     70675,         744,        101,         97903,             125,            251,    14730,       3777,        64
  444,           633,             192,             14,     71118,         746,        111,         98346,             125,            251,    14761,       3785,        64
  445,           634,             192,             14,     71562,         748,        106,         98790,             125,            252,    14805,       3798,        64
  446,           635,             192,             14,     72007,         750,        106,         99235,             125,            267,    14845,       3808,        63
  447,           638,             194,             14,     71567,         750,        104,         99681,             127,            248,    14880,       3816,        68
  448,           640,             195,             14,     72014,         751,        103,        100128,             128,            269,    14921,       3827,        63
  449,           644,             198,              5,     72016,         755,         98,        100576,             127,            241,    14952,       3834,        61
  450,           645,             198,              4,     72465,         757,        100,        101025,             127,            249,    15001,       3846,        63
  451,           646,             198,              5,     72915,         759,        105,        101475,             127,            255,    15036,       3855,        62
  452,           648,             199,              5,     72917,         759,         91,        101926,             128,            250,    15077,       3866,       137
  453,           651,             201,              4,     72919,         761,        102,        102378,             128,            287,    15123,       3880,        41
  454,           652,             201,              4,     73372,         763,         55,        102831,             128,            228,    15147,       3885,        41
  455,           653,             201,              3,     73826,         765,         54,        103285,             128,            250,    15190,       3897,        76
  456,           655,             202,              4,     73828,         765,         66,        103740,             129,            260,    15227,       3904,        42
  457,           657,             203,              5,     74285,         768,         88,        104196,             130,            253,    15260,       3913,        41
  458,           660,             205,              3,     73833,         769,         54,        104653,             130,            232,    15304,       3926,        41
  459,           663,             207,              3,     74744,         772,         55,        105111,             132,            234,    15349,       3938,        42
  460,           664,             207,              3,     75203,         774,         55,        105570,             132,            246,    15377,       3944,        40
  461,           665,             207,              2,     75663,         776,         54,        106030,             132,            228,    15416,       3954,        40
  462,           666,             207,              2,     76124,         778,         54,        106491,             132,            241,    15449,       3962,        40
  463,           667,             207,              3,     76586,         780,         54,        106953,             132,            230,    15491,       3974,        40
  464,           668,             207,              3,     77049,         782,         54,        107416,             132,            598,    15534,       3984,        42
  465,           669,             207,              4,     77513,         784,         56,        107880,             132,            233,    15559,       3989,        40
  466,           670,             207,              3,     77978,         786,         55,        108345,             132,            238,    15610,       4004,        41
  467,           672,             208,              3,     77980,         786,         55,        108811,             133,            235,    15653,       4015,        41
  468,           674,             209,              3,     78448,         789,         55,        109278,             134,            236,    15691,       4025,        55
  469,           676,             210,              3,     78451,         789,         55,        109746,             135,            236,    15729,       4036,        41
  470,           677,             210,              3,     78920,         791,         56,        110215,             135,            359,    15753,       4040,       111
  471,           678,             210,              3,     79390,         793,         57,        110685,             135,            287,    15802,       4053,        41
  472,           680,             211,              3,     79392,         793,         57,        111156,             136,            253,    15836,       4062,        42
  473,           681,             211,              3,     79864,         795,        120,        111628,             136,            243,    15873,       4068,        56
  474,           682,             211,              3,     80337,         797,         93,        112101,             136,            269,    15914,       4080,        41
  475,           683,             211,              3,     80811,         799,         55,        112575,             136,            242,    15955,       4091,        56
  476,           684,             211,              4,     81286,         801,        102,        113050,             136,            257,    15988,       4099,        64
  477,           685,             211,              4,     81762,         803,        102,        113526,             136,            266,    16034,       4114,        42
  478,           686,             211,              3,     82239,         805,         71,        114003,             136,            239,    16073,       4124,        41
  479,           687,             211,              3,     82717,         807,         57,        114481,             136,            239,    16104,       4130,        45
  480,           688,             211,              3,     83196,         809,         57,        114960,             136,            241,    16149,       4142,        41
  481,           689,             211,              3,     83676,         811,         57,        115440,             136,            241,    16169,       4144,        96
  482,           690,             211,              3,     84157,         813,         58,        115921,             136,            256,    16221,       4160,        90
  483,           691,             211,              3,     84639,         815,         58,        116403,             136,            244,    16247,       4164,        78
  484,           692,             211,              3,     85122,         817,         58,        116886,             136,            355,    16291,       4175,        80
  485,           695,             213,              3,     84643,         817,         58,        117370,             137,            246,    16321,       4184,        69
  486,           696,             213,              3,     85128,         819,         58,        117855,             137,            285,    16357,       4192,        60
  487,           697,             213,              3,     85614,         821,         59,        118341,             137,            265,    16401,       4204,        68
  488,           698,             213,              3,     86101,         823,         58,        118828,             137,            255,    16441,       4214,        52
  489,           699,             213,              3,     86589,         825,         71,        119316,             137,            242,    16471,       4220,        51
  490,           701,             214,              3,     86591,         825,         56,        119805,             138,            248,    16523,       4237,        43
  491,           702,             214,              3,     87081,         827,         57,        120295,             138,            245,    16557,       4245,        51
  492,           703,             214,              3,     87572,         829,         57,        120786,             138,            245,    16590,       4251,        50
  493,           705,             215,              3,     87574,         829,         62,        121278,             139,            246,    16629,       4259,        42
  494,           706,             215,              3,     88067,         831,         57,        121771,             139,            248,    16681,       4277,        51
  495,           707,             215,              3,     88561,         833,         84,        122265,             139,            338,    16710,       4283,        91
  496,           709,             216,              5,     88563,         833,        115,        122760,             140,            276,    16749,       4293,        70
  497,           711,             217,              5,     89060,         836,        127,        123256,             141,            270,    16790,       4305,        86
  498,           712,             217,              5,     89557,         838,        110,        123753,             141,            277,    16828,       4314,        82
  499,           713,             217,              5,     90055,         840,        103,        124251,             141,            270,    16859,       4321,        71
  500,           715,             218,              5,     90057,         840,        104,        124750,             142,            291,    16887,       4326,        82
  501,           717,             219,              4,     90558,         843,         92,        125250,             143,            320,    16930,       4339,       122
  502,           718,             219,              4,     91059,         845,        109,        125751,             143,            281,    16965,       4346,       114
  503,           719,             219,              4,     91561,         847,         85,        126253,             143,            302,    17018,       4361,        55
  504,           720,             219,              3,     92064,         849,         62,        126756,             143,            265,    17056,       4372,        54
  505,           721,             219,              3,     92568,         851,         68,        127260,             143,            267,    17089,       4380,        47
  506,           723,             220,              3,     92570,         851,         62,        127765,             144,            269,    17123,       4387,        53
  507,           725,             221,              3,     93077,         854,         62,        128271,             145,            272,    17165,       4398,        53
  508,           726,             221,              3,     93584,         856,         75,        128778,             145,            262,    17207,       4410,        42
  509,           727,             221,              3,     94092,         858,         60,        129286,             145,            269,    17243,       4420,        52
  510,           728,             221,              3,     94601,         860,         61,        129795,             145,            264,    17274,       4428,        53
  511,           729,             221,              3,     95111,         862,         61,        130305,             145,            264,    17316,       4438,        43
  512,           730,             221,              3,     95622,         864,         62,        130816,             145,            266,    17347,       4444,        54
  513,           731,             221,              3,     96134,         866,         62,        131328,             145,            266,    17387,       4455,        53
  514,           732,             221,              3,     96647,         868,         70,        131841,             145,            270,    17431,       4466,        59
  515,           734,             222,              3,     96649,         868,         62,        132355,             146,            269,    17478,       4477,        54
  516,           735,             222,              3,     97164,         870,         63,        132870,             146,            520,    17520,       4490,        62
  517,           736,             222,              5,     97680,         872,        110,        133386,             146,            286,    17552,       4497,        55
  518,           738,             223,              3,     97682,         872,         63,        133903,             147,            273,    17605,       4511,        60
  519,           739,             223,              3,     98200,         874,         63,        134421,             147,            279,    17654,       4525,        53
  520,           740,             223,              3,     98719,         876,         63,        134940,             147,            275,    17706,       4540,        56
  521,           741,             223,              3,     99239,         878,         64,        135460,             147,            275,    17721,       4540,        66
  522,           743,             224,              5,     99241,         878,         97,        135981,             148,            292,    17783,       4559,        51
  523,           744,             224,              4,     99763,         880,         64,        136503,             148,            288,    17828,       4569,        41
  524,           745,             224,              4,    100286,         882,         64,        137026,             148,            279,    17872,       4581,        40
  525,           746,             224,              3,    100810,         884,         65,        137550,             148,            280,    17905,       4587,        49
  526,           749,             226,              5,    100291,         884,        114,        138075,             150,            299,    17942,       4597,        61
  527,           752,             228,              5,    100816,         887,        133,        138601,             150,            303,    17988,       4609,        62
  528,           753,             228,              5,    101343,         889,        121,        139128,             150,            305,    18037,       4623,        63
  529,           754,             228,              5,    101871,         891,        123,        139656,             150,            313,    18082,       4637,        62
  530,           756,             229,              5,    101873,         891,        112,        140185,             151,            307,    18130,       4648,        59
  531,           757,             229,              5,    102403,         893,        121,        140715,             151,            310,    18156,       4652,        62
  532,           758,             229,              5,    102934,         895,        134,        141246,             151,            321,    18208,       4666,        61
  533,           760,             230,              5,    102936,         895,        123,        141778,             152,            346,    18237,       4674,        59
  534,           761,             230,              5,    103469,         897,        116,        142311,             152,            414,    18287,       4687,        52
  535,           762,             230,              5,    104003,         899,        104,        142845,             152,            310,    18339,       4700,        42
  536,           763,             230,              4,    104538,         901,         67,        143380,             152,            292,    18346,       4698,        42
  537,           764,             230,              4,    105074,         903,         67,        143916,             152,            293,    18374,       4705,        42
  538,           765,             230,              3,    105611,         905,         67,        144453,             152,            295,    18468,       4735,        41
  539,           766,             230,              3,    106149,         907,         74,        144991,             152,            295,    18501,       4741,        47
  540,           767,             230,              3,    106688,         909,         67,        145530,             152,            296,    18541,       4752,        41
  541,           768,             230,              3,    107228,         911,         68,        146070,             152,            307,    18583,       4761,        41
  542,           769,             230,              3,    107769,         913,         68,        146611,             152,            298,    18636,       4776,        41
  543,           770,             230,              3,    108311,         915,         68,        147153,             152,            306,    18667,       4783,        42
  544,           771,             230,              3,    108854,         917,         69,        147696,             152,            300,    18710,       4792,        41
  545,           772,             230,              3,    109398,         919,         69,        148240,             152,            307,    18765,       4808,        42
  546,           774,             231,              3,    109400,         919,         69,        148785,             153,            303,    18787,       4811,        42
  547,           775,             231,              3,    109946,         921,         69,        149331,             153,            321,    18813,       4817,        43
  548,           776,             231,              3,    110493,         923,         70,        149878,             153,            305,    18862,       4831,        42
  549,           778,             232,              3,    110495,         923,         69,        150426,             154,            310,    18907,       4841,        42
  550,           781,             234,              3,    110497,         925,         70,        150975,             154,            328,    18962,       4857,        49
  551,           782,             234,              3,    111047,         927,         68,        151525,             154,            328,    18997,       4863,        83
  552,           783,             234,              5,    111598,         929,        163,        152076,             154,            339,    19045,       4877,        72
  553,           784,             234,              6,    112150,         931,        138,        152628,             154,            369,    19080,       4886,        65
  554,           787,             236,              5,    111603,         931,        132,        153181,             156,            386,    19123,       4898,        45
  555,           790,             238,              4,    112156,         934,         72,        153735,             156,            315,    19170,       4910,        43
  556,           794,             241,              4,    112160,         936,         72,        154290,             157,            318,    19213,       4921,        42
  557,           795,             241,              3,    112716,         938,         72,        154846,             157,            316,    19243,       4927,        42
  558,           796,             241,              3,    113273,         940,         71,        155403,             157,            336,    19299,       4942,        44
  559,           797,             241,              3,    113831,         942,         72,        155961,             157,            318,    19337,       4950,        43
  560,           799,             242,              3,    113833,         942,         72,        156520,             158,            322,    19391,       4967,        43
  561,           802,             244,              3,    113835,         944,         72,        157080,             158,            320,    19424,       4972,        43
  562,           804,             245,              3,    114954,         947,         72,        157641,             159,            331,    19472,       4987,        44
  563,           807,             247,              4,    114956,         949,         73,        158203,             159,            325,    19496,       4990,        53
  564,           808,             247,              5,    115519,         951,        122,        158766,             159,            343,    19545,       5006,        63
  565,           809,             247,              5,    116083,         953,        131,        159330,             159,            347,    19594,       5018,        46
  566,           810,             247,              5,    116648,         955,         92,        159895,             159,            366,    19621,       5024,        45
  567,           811,             247,              5,    117214,         957,         93,        160461,             159,            355,    19676,       5039,        46
  568,           812,             247,              4,    117781,         959,         77,        161028,             159,            339,    19722,       5051,        65
  569,           813,             247,              5,    118349,         961,         78,        161596,             159,            340,    19764,       5062,        46
  570,           814,             247,              4,    118918,         963,         77,        162165,             159,            382,    19804,       5072,        63
  571,           815,             247,              5,    119488,         965,        131,        162735,             159,            370,    19820,       5072,        52
  572,           817,             248,              4,    119490,         965,         91,        163306,             160,            338,    19873,       5090,        47
  573,           821,             251,              4,    118926,         967,         77,        163878,             161,            338,    19904,       5095,        59
  574,           822,             251,              4,    119499,         969,         78,        164451,             161,            340,    19963,       5112,        46
  575,           823,             251,              4,    120073,         971,         78,        165025,             161,            367,    20021,       5128,        54
  576,           824,             251,              5,    120648,         973,        117,        165600,             161,            333,    20067,       5139,        44
  577,           825,             251,              4,    121224,         975,         76,        166176,             161,            370,    20109,       5150,        45
  578,           826,             251,              4,    121801,         977,         76,        166753,             161,            336,    20137,       5155,        45
  579,           827,             251,              3,    122379,         979,         84,        167331,             161,            337,    20177,       5166,        45
  580,           828,             251,              3,    122958,         981,         77,        167910,             161,            336,    20230,       5180,        45
  581,           829,             251,              3,    123538,         983,        217,        168490,             161,            476,    20261,       5186,        53
  582,           831,             252,              5,    123540,         983,         94,        169071,             162,            378,    20311,       5199,        47
  583,           832,             252,              4,    124122,         985,         80,        169653,             162,            356,    20356,       5213,        54
  584,           834,             253,              5,    124124,         985,         82,        170236,             163,            357,    20405,       5226,        47
  585,           835,             253,              4,    124708,         987,         80,        170820,             163,            369,    20434,       5232,        53
  586,           836,             253,              4,    125293,         989,        127,        171405,             163,            373,    20474,       5242,        64
  587,           837,             253,              5,    125879,         991,        128,        171991,             163,            383,    20520,       5254,        98
  588,           839,             254,              6,    125881,         991,        142,        172578,             164,            374,    20560,       5265,        47
  589,           840,             254,              4,    126469,         993,         82,        173166,             164,            363,    20582,       5269,        47
  590,           841,             254,              4,    127058,         995,         82,        173755,             164,            368,    20627,       5281,        47
  591,           842,             254,              3,    127648,         997,         82,        174345,             164,            365,    20677,       5293,        47
  592,           843,             254,              3,    128239,         999,         82,        174936,             164,            385,    20736,       5309,        45
  593,           844,             254,              3,    128831,        1001,         81,        175528,             164,            358,    20779,       5321,        46
  594,           845,             254,              3,    129424,        1003,         87,        176121,             164,            440,    20816,       5330,        49
  595,           847,             255,              4,    129426,        1003,         83,        176715,             165,            388,    20882,       5350,        48
  596,           849,             256,              4,    130022,        1006,         83,        177310,             166,            371,    20903,       5355,        48
  597,           850,             256,              4,    130618,        1008,         83,        177906,             166,            382,    20938,       5362,        47
  598,           851,             256,              4,    131215,        1010,         84,        178503,             166,            374,    20989,       5375,        48
  599,           852,             256,              4,    131813,        1012,         84,        179101,             166,            375,    21019,       5381,        48
  600,           854,             257,              4,    131815,        1012,         84,        179700,             167,            378,    21062,       5390,        52
  601,           855,             257,              5,    132415,        1014,        142,        180300,             167,            406,    21087,       5396,        75
  602,           856,             257,              6,    133016,        1016,        161,        180901,             167,            406,    21164,       5420,        74
  603,           857,             257,              6,    133618,        1018,        164,        181503,             167,            423,    21217,       5436,        67
  604,           859,             258,              6,    133620,        1018,        170,        182106,             168,            396,    21260,       5447,        72
  605,           862,             260,              6,    133622,        1020,        162,        182710,             168,            402,    21292,       5453,        73
  606,           866,             263,              6,    133626,        1022,        284,        183315,             169,            414,    21339,       5466,        61
  607,           867,             263,              6,    134232,        1024,        122,        183921,             169,            659,    21379,       5476,        69
  608,           868,             263,              6,    134839,        1026,        145,        184528,             169,            420,    21423,       5486,        86
  609,           869,             263,              6,    135447,        1028,        141,        185136,             169,            470,    21458,       5495,        74
  610,           870,             263,              6,    136056,        1030,        163,        185745,             169,            439,    21492,       5503,        74
  611,           871,             263,              6,    136666,        1032,        151,        186355,             169,            442,    21529,       5512,        76
  612,           872,             263,              5,    137277,        1034,        144,        186966,             169,            442,    21578,       5526,        72
  613,           873,             263,              6,    137889,        1036,        160,        187578,             169,            448,    21603,       5528,        92
  614,           874,             263,              6,    138502,        1038,        167,        188191,             169,           1382,    21661,       5546,        77
  615,           875,             263,              6,    139116,        1040,        104,        188805,             169,            504,    21713,       5560,        59
  616,           876,             263,              5,    139731,        1042,        103,        189420,             169,            458,    21753,       5570,        58
  617,           877,             263,              5,    140347,        1044,        112,        190036,             169,            478,    21800,       5583,        76
  618,           878,             263,              6,    140964,        1046,        183,        190653,             169,            518,    21822,       5586,        91
  619,           879,             263,              8,    141582,        1048,        237,        191271,             169,            510,    21864,       5595,        91
  620,           880,             263,              7,    142201,        1050,        310,        191890,             169,            544,    21935,       5619,        83
  621,           882,             264,              7,    142203,        1050,        222,        192510,             170,            842,    21967,       5624,        78
  622,           883,             264,              7,    142824,        1052,        161,        193131,             170,            558,    22012,       5636,        76
  623,           884,             264,              6,    143446,        1054,        169,        193753,             170,            666,    22036,       5640,        78
  624,           885,             264,              7,    144069,        1056,        186,        194376,             170,            500,    22079,       5652,        87
  625,           886,             264,              7,    144693,        1058,        172,        195000,             170,            518,    22125,       5664,        87
  626,           889,             266,              7,    144074,        1058,        191,        195625,             172,            503,    22192,       5686,        84
  627,           890,             266,              7,    144700,        1060,        188,        196251,             172,            504,    22192,       5680,        87
  628,           891,             266,              7,    145327,        1062,        195,        196878,             172,            499,    22257,       5698,        95
  629,           892,             266,              8,    145955,        1064,        182,        197506,             172,            767,    22282,       5702,        86
  630,           893,             266,              8,    146584,        1066,        326,        198135,             172,            580,    22328,       5714,       466
  631,           894,             266,             35,    147214,        1068,        243,        198765,             172,            638,    22375,       5726,        84
  632,           897,             268,              8,    146589,        1068,        193,        199396,             174,            555,    22412,       5734,        85
  633,           899,             269,              7,    147221,        1069,        198,        200028,             175,            528,    22468,       5750,        84
  634,           900,             269,              7,    147854,        1071,        184,        200661,             175,            591,    22487,       5755,        81
  635,           901,             269,              8,    148488,        1073,        193,        201295,             175,            518,    22544,       5769,        87
  636,           902,             269,              7,    149123,        1075,        193,        201930,             175,            529,    22580,       5779,        87
  637,           903,             269,              7,    149759,        1077,        128,        202566,             175,            508,    22623,       5789,        84
  638,           904,             269,              7,    150396,        1079,        168,        203203,             175,            588,    22661,       5799,        88
  639,           906,             270,              8,    150398,        1079,        214,        203841,             176,            531,    22700,       5810,        75
  640,           907,             270,              6,    151037,        1081,        110,        204480,             176,            508,    22751,       5822,        82
  641,           909,             271,              6,    151039,        1081,        170,        205120,             177,            748,    22789,       5832,        84
  642,           910,             271,              6,    151680,        1083,        175,        205761,             177,            574,    22821,       5839,        82
  643,           911,             271,              9,    152322,        1085,        195,        206403,             177,            543,    22864,       5851,        86
  644,           912,             271,              7,    152965,        1087,        198,        207046,             177,            541,    22908,       5864,        75
  645,           913,             271,              8,    153609,        1089,        252,        207690,             177,            691,    22954,       5874,        94
  646,           914,             271,              7,    154254,        1091,        209,        208335,             177,            624,    22993,       5886,        78
  647,           915,             271,              7,    154900,        1093,        202,        208981,             177,            519,    23019,       5890,        87
  648,           918,             273,              7,    154259,        1093,        224,        209628,             179,            536,    23071,       5903,        89
  649,           919,             273,              8,    154907,        1095,        201,        210276,             179,            549,    23113,       5915,        87
  650,           920,             273,              7,    155556,        1097,        242,        210925,             179,            520,    23166,       5931,        85
  651,           922,             274,              7,    155558,        1097,        265,        211575,             180,            753,    23197,       5935,        87
  652,           923,             274,              8,    156209,        1099,       1083,        212226,             180,           1399,    23226,       5941,        62
  653,           924,             274,              6,    156861,        1101,        125,        212878,             180,            507,    23271,       5953,        61
  654,           925,             274,              5,    157514,        1103,        113,        213531,             180,            523,    23326,       5971,        71
  655,           926,             274,              7,    158168,        1105,        211,        214185,             180,            573,    23354,       5975,        91
  656,           927,             274,              8,    158823,        1107,        222,        214840,             180,            568,    23400,       5985,        93
  657,           929,             275,              8,    158825,        1107,        226,        215496,             181,            593,    23454,       6003,        93
  658,           933,             278,              8,    158176,        1109,        218,        216153,             182,            756,    23492,       6012,       219
  659,           934,             278,              7,    158834,        1111,        197,        216811,             182,           1637,    23547,       6026,        91
  660,           935,             278,              8,    159493,        1113,        229,        217470,             182,            662,    23572,       6033,        96
  661,           936,             278,              8,    160153,        1115,        234,        218130,             182,            705,    23599,       6039,        90
  662,           937,             278,              7,    160814,        1117,        253,        218791,             182,            559,    23643,       6049,        89
  663,           939,             279,              7,    160816,        1117,        197,        219453,             183,            542,    23695,       6064,        82
  664,           940,             279,              7,    161479,        1119,        174,        220116,             183,            534,    23715,       6066,        62
  665,           944,             282,              7,    160821,        1119,        191,        220780,             184,            995,    23754,       6075,        88
  666,           945,             282,              9,    161486,        1121,        286,        221445,             184,            575,    23831,       6098,        87
  667,           946,             282,              7,    162152,        1123,        702,        222111,             184,            558,    23855,       6105,        93
  668,           947,             282,              7,    162819,        1125,        213,        222778,             184,            570,    23926,       6126,       119
  669,           948,             282,              8,    163487,        1127,        226,        223446,             184,            592,    23949,       6128,        90
  670,           949,             282,              7,    164156,        1129,        208,        224115,             184,            596,    24012,       6148,        89
  671,           950,             282,              8,    164826,        1131,        200,        224785,             184,           3026,    24042,       6152,       538
  672,           951,             282,              7,    165497,        1133,        192,        225456,             184,            592,    24089,       6166,        90
  673,           952,             282,              7,    166169,        1135,        199,        226128,             184,            772,    24130,       6174,        75
  674,           953,             282,              8,    166842,        1137,        198,        226801,             184,            576,    24133,       6172,        89
  675,           955,             283,              7,    166844,        1137,        135,        227475,             185,            982,    24191,       6187,       124
  676,           957,             284,             10,    167520,        1140,        228,        228150,             186,            582,    24243,       6202,       245
  677,           958,             284,              8,    168196,        1142,        389,        228826,             186,            637,    24292,       6214,        94
  678,           959,             284,              9,    168873,        1144,        243,        229503,             186,            592,    24326,       6224,        96
  679,           960,             284,              8,    169551,        1146,        239,        230181,             186,            587,    24397,       6243,        89
  680,           963,             286,              9,    168877,        1146,        309,        230860,             187,            603,    24425,       6249,        99
  681,           964,             286,              8,    169557,        1148,        218,        231540,             187,           1736,    24451,       6255,        77
  682,           965,             286,              7,    170238,        1150,        159,        232221,             187,            692,    24515,       6273,        97
  683,           966,             286,              8,    170920,        1152,        244,        232903,             187,           1639,    24547,       6281,        96
  684,           968,             287,              8,    170922,        1152,        231,        233586,             188,            646,    24596,       6294,        83
  685,           969,             287,              7,    171606,        1154,        189,        234270,             188,            602,    24640,       6304,        85
  686,           970,             287,              6,    172291,        1156,        195,        234955,             188,           1203,    24684,       6316,        85
  687,           971,             287,              7,    172977,        1158,        195,        235641,             188,            605,    24732,       6330,       162
  688,           972,             287,              7,    173664,        1160,        311,        236328,             188,           1169,    24763,       6338,        83
  689,           973,             287,              7,    174352,        1162,        340,        237016,             188,           1578,    24803,       6348,        96
  690,           974,             287,              9,    175041,        1164,        250,        237705,             188,            605,    24858,       6363,        95
  691,           978,             290,              8,    173672,        1164,        295,        238395,             190,            608,    24904,       6376,       134
  692,           981,             292,              8,    174361,        1165,        205,        239086,             191,            623,    24926,       6378,       300
  693,           982,             292,              7,    175053,        1167,        190,        239778,             191,           4891,    24979,       6392,       197
  694,           983,             292,              8,    175746,        1169,        230,        240471,             191,            745,    25008,       6398,        88
  695,           984,             292,              8,    176440,        1171,        236,        241165,             191,            705,    25052,       6410,       112
