    n, insertion_cmp, insertion_swaps, insertion_time, quick_cmp, quick_swaps, quick_time, selection_cmp, selection_swaps, selection_time, heap_cmp, heap_swaps, heap_time
  306,         24919,           24624,             56,      3363,         831,         38,         46665,             298,            124,     8952,       2262,        48
  307,         25087,           24791,             57,      3552,         814,         36,         46971,             303,            176,     8983,       2279,        48
  308,         25171,           24874,             60,      3391,         825,         34,         47278,             300,            123,     9050,       2294,        46
  309,         25331,           25033,             55,      3516,         831,         35,         47586,             299,            128,     9094,       2307,        49
  310,         25474,           25175,             65,      3453,         844,         37,         47895,             303,            128,     9110,       2303,        49
  311,         25483,           25183,             58,      3791,         818,         36,         48205,             307,            128,     9153,       2317,        49
  312,         25706,           25405,             58,      3533,         843,         37,         48516,             307,            137,     9195,       2329,        48
  313,         25782,           25480,             59,      3526,         840,         37,         48828,             308,            132,     9163,       2318,        48
  314,         25990,           25687,             59,      3604,         852,         36,         49141,             307,            131,     9204,       2327,       104
  315,         26191,           25887,             60,      3482,         855,         38,         49455,             309,            131,     9291,       2355,        50
  316,         26254,           25949,             60,      3620,         842,         36,         49770,             311,            139,     9291,       2347,        49
  317,         26361,           26055,             60,      3584,         852,         37,         50086,             313,            374,     9359,       2369,        49
  318,         26441,           26134,             65,      3628,         845,         37,         50403,             312,            224,     9401,       2378,       203
  319,         26517,           26209,             53,      3770,         848,         35,         50721,             313,            150,     9387,       2371,        57
  320,         26797,           26488,             61,      3538,         864,         38,         51040,             314,            136,     9434,       2382,        50
  321,         27046,           26736,             61,      3525,         879,         38,         51360,             314,            136,     9444,       2386,        54
  322,         27195,           26884,             74,      3602,         868,         77,         51681,             314,            134,     9521,       2410,        62
  323,         27267,           26955,             59,      3787,         870,         34,         52003,             315,            135,     9528,       2409,        93
  324,         27282,           26969,             64,      3884,         887,         38,         52326,             317,            133,     9581,       2425,        48
  325,         27363,           27049,             44,      3737,         866,         27,         52650,             317,            124,     9635,       2437,        34
  326,         27447,           27132,             44,      4159,         854,         27,         52975,             322,            143,     9657,       2438,        55
  327,         27527,           27211,             44,      3988,         883,         26,         53301,             323,            131,     9703,       2455,        61
  328,         27838,           27521,             58,      3730,         908,         38,         53628,             317,            295,     9709,       2455,        51
  329,         27987,           27669,             63,      3908,         893,         39,         53956,             323,            142,     9740,       2461,        51
  330,         28188,           27869,             69,      3768,         901,         39,         54285,             319,            143,     9767,       2465,        52
  331,         28399,           28079,             63,      3889,         898,         38,         54615,             323,            140,     9816,       2479,        49
  332,         28564,           28243,             66,      3731,         913,         48,         54946,             325,            144,     9839,       2483,        53
  333,         28566,           28244,             66,      3990,         906,         40,         55278,             326,            145,     9908,       2502,        53
  334,         28618,           28295,             66,      4029,         893,         38,         55611,             325,            154,     9950,       2513,        64
  335,         28750,           28426,             66,      3810,         924,         40,         55945,             328,            147,     9997,       2528,        51
  336,         29070,           28745,             61,      4082,         898,         45,         56280,             331,            147,     9999,       2529,        47
  337,         29157,           28831,             66,      4045,         896,         37,         56616,             333,            148,    10005,       2527,        52
  338,         29201,           28874,             81,      3884,         926,         45,         56953,             334,            149,    10025,       2530,       286
  339,         29314,           28986,             48,      4010,         913,         32,         57291,             330,            173,    10078,       2544,        46
  340,         29502,           29173,             64,      3885,         914,         36,         57630,             335,            163,    10144,       2567,        56
  341,         29683,           29353,             68,      3838,         934,         41,         57970,             333,            207,    10170,       2571,        53
  342,         29749,           29418,             68,      4038,         935,         41,         58311,             334,            155,    10210,       2585,        57
  343,         29911,           29579,             68,      3937,         928,         47,         58653,             337,            142,    10242,       2590,        46
  344,         30241,           29908,             49,      4585,         929,         31,         58996,             338,            139,    10277,       2597,        41
  345,         30416,           30082,             49,      3778,         960,         29,         59340,             338,            145,    10303,       2603,        37
  346,         30594,           30259,             49,      3917,         953,         29,         59685,             339,            143,    10347,       2612,        36
  347,         30631,           30295,             49,      4196,         944,         32,         60031,             343,            141,    10388,       2628,        36
  348,         30803,           30466,             49,      4099,         952,         28,         60378,             342,            171,    10391,       2621,        54
  349,         30864,           30526,             70,      4559,         942,         41,         60726,             346,            166,    10472,       2647,        56
  350,         31193,           30854,             87,      3978,         941,         67,         61075,             340,            213,    10433,       2633,        38
  351,         31417,           31077,             54,      4171,         974,         31,         61425,             343,            151,    10504,       2652,        37
  352,         31737,           31396,             58,      4096,         974,         35,         61776,             348,            177,    10515,       2653,        37
  353,         31919,           31577,             50,      4113,         959,         44,         62128,             351,            170,    10543,       2664,        57
  354,         31952,           31609,             90,      4376,         955,         42,         62481,             349,            171,    10621,       2684,        58
  355,         32121,           31777,             69,      4115,         967,         41,         62835,             347,            171,    10706,       2712,        56
  356,         32447,           32102,             73,      4161,         968,         42,         63190,             355,            173,    10694,       2703,        58
  357,         32633,           32287,             72,      4146,         987,         42,         63546,             355,            172,    10734,       2716,        56
  358,         32640,           32293,             70,      4524,         980,         43,         63903,             357,            175,    10784,       2726,        57
  359,         32932,           32584,             71,      4606,         970,         42,         64261,             353,            176,    10817,       2735,        57
  360,         33254,           32905,             74,      4367,         976,         59,         64620,             355,            176,    10860,       2744,        60
  361,         33367,           33017,             73,      4281,         997,         42,         64980,             357,            177,    10913,       2762,        89
  362,         33666,           33315,             74,      4187,         985,         44,         65341,             355,            173,    10895,       2752,        98
  363,         33849,           33497,             70,      4489,         989,         39,         65703,             357,            164,    10914,       2754,        52
  364,         33871,           33518,             70,      4732,         979,         64,         66066,             356,            303,    10985,       2777,        63
  365,         34094,           33740,            209,      4447,         988,         45,         66430,             360,            486,    11013,       2785,        56
  366,         34290,           33935,             76,      4224,         999,         33,         66795,             357,            159,    11099,       2810,        41
  367,         34616,           34260,             55,      4354,        1004,         31,         67161,             364,            163,    11129,       2815,        55
  368,         34659,           34302,             65,      4553,        1010,         70,         67528,             364,            159,    11170,       2827,        41
  369,         34694,           34336,             55,      4872,        1000,         31,         67896,             364,            168,    11166,       2823,        54
  370,         34920,           34561,            173,      4357,        1023,         43,         68265,             365,            173,    11185,       2828,        56
  371,         34949,           34589,             83,      4590,        1023,         43,         68635,             363,            178,    11256,       2846,        56
  372,         35123,           34762,             77,      4386,        1036,         44,         69006,             369,            185,    11320,       2867,        71
  373,         35376,           35014,            148,      4294,        1027,         39,         69378,             369,            183,    11290,       2855,        54
  374,         35666,           35303,             70,      4406,        1028,         37,         69751,             368,            173,    11348,       2872,        55
  375,         35707,           35343,             70,      4765,        1030,         38,         70125,             370,            173,    11407,       2890,        55
  376,         35745,           35380,             72,      4861,        1028,         39,         70500,             373,            174,    11410,       2885,        56
  377,         35774,           35408,             72,      4387,        1046,         37,         70876,             373,            177,    11491,       2913,       126
  378,         35821,           35454,             78,      4518,        1044,         41,         71253,             375,            526,    11489,       2903,        81
  379,         36141,           35773,            101,      4589,        1048,         44,         71631,             370,            169,    11518,       2914,        40
  380,         36425,           36056,             58,      4571,        1036,         33,         72010,             372,            170,    11514,       2905,        40
  381,         36521,           36151,             81,      4570,        1066,         32,         72390,             375,            170,    11593,       2933,        41
  382,         36709,           36338,             58,      4531,        1052,         32,         72771,             376,            171,    11560,       2916,        40
  383,         37070,           36698,             58,      4828,        1056,         40,         73153,             377,            180,    11687,       2958,        41
  384,         37215,           36842,             59,      4868,        1028,         32,         73536,             379,            184,    11663,       2948,        41
  385,         37496,           37122,             59,      4505,        1064,         32,         73920,             381,            174,    11783,       2982,        40
  386,         37700,           37325,             60,      4486,        1061,         32,         74305,             378,            175,    11802,       2987,        40
  387,         37996,           37620,             60,      4785,        1059,         33,         74691,             376,            185,    11768,       2974,        42
  388,         38226,           37849,             60,      4564,        1067,         32,         75078,             384,            177,    11814,       2983,        40
  389,         38341,           37963,             60,      4723,        1063,         33,         75466,             383,            178,    11922,       3019,        43
  390,         38360,           37981,             78,      5186,        1061,         41,         75855,             385,            182,    11943,       3021,        41
  391,         38560,           38180,             61,      4566,        1093,         34,         76245,             383,            179,    11953,       3022,        42
  392,         38736,           38355,             72,      4562,        1081,         33,         76636,             383,            181,    12028,       3039,        41
  393,         38780,           38398,             61,      5108,        1066,         34,         77028,             384,            184,    12065,       3052,        41
  394,         39110,           38727,             61,      4675,        1109,         33,         77421,             387,            213,    12068,       3055,        53
  395,         39397,           39013,            118,      4670,        1106,         90,         77815,             389,            354,    12106,       3063,        57
  396,         39752,           39367,             87,      5049,        1085,         49,         78210,             391,            343,    12135,       3069,       495
  397,         40059,           39673,             90,      4985,        1098,         49,         78606,             388,            417,    12204,       3087,        57
  398,         40408,           40021,             94,      5025,        1081,        373,         79003,             392,            213,    12164,       3071,        66
  399,         40610,           40222,             84,      4759,        1087,         41,         79401,             395,            211,    12209,       3086,        49
  400,         40984,           40595,             88,      5315,        1101,         41,         79800,             396,            194,    12312,       3113,        43
  401,         41256,           40866,             74,      5007,        1100,         34,         80200,             390,            190,    12341,       3120,        42
  402,         41338,           40947,             65,      4687,        1138,         34,         80601,             391,            190,    12337,       3117,        43
  403,         41373,           40981,             65,      5040,        1103,         34,         81003,             393,            191,    12380,       3127,        43
  404,         41529,           41136,             65,      5042,        1122,         42,         81406,             395,            197,    12427,       3144,        43
  405,         41893,           41499,             66,      4823,        1127,         33,         81810,             399,            206,    12472,       3153,        43
  406,         42003,           41608,             66,      4848,        1119,         40,         82215,             402,            196,    12523,       3164,        49
  407,         42158,           41762,             66,      5041,        1129,         40,         82621,             400,            205,    12551,       3174,        56
  408,         42472,           42075,             84,      4911,        1120,         62,         83028,             400,            205,    12572,       3177,        79
  409,         42490,           42092,            101,      5040,        1107,         47,         83436,             399,            220,    12627,       3196,        89
  410,         42725,           42326,            109,      5053,        1137,         51,         83845,             405,            210,    12651,       3200,        45
  411,         42734,           42334,             83,      5702,        1114,         39,         84255,             405,            221,    12647,       3194,        67
  412,         43036,           42635,            101,      4899,        1148,         51,         84666,             402,            222,    12769,       3231,        66
  413,         43434,           43032,            110,      5274,        1134,         52,         85078,             405,            217,    12795,       3238,        73
  414,         43608,           43205,            111,      4946,        1156,         51,         85491,             410,            220,    12838,       3249,        68
  415,         43767,           43363,             97,      5351,        1130,         45,         85905,             410,            264,    12840,       3251,        61
  416,         44050,           43645,             70,      5038,        1154,         38,         86320,             410,            217,    12847,       3247,        51
  417,         44199,           43793,             69,      4894,        1163,         36,         86736,             408,            226,    12940,       3277,        49
  418,         44349,           43942,             73,      4901,        1164,         48,         87153,             409,            331,    12999,       3290,        45
  419,         44438,           44030,             92,      5411,        1159,         56,         87571,             409,            207,    13089,       3316,        46
  420,         44806,           44397,             70,      5097,        1148,         35,         87990,             412,            208,    13055,       3299,        45
  421,         45055,           44645,             70,      5038,        1182,         36,         88410,             414,            231,    13128,       3323,        46
  422,         45440,           45029,            100,      5302,        1132,         46,         88831,             412,            223,    13161,       3331,        78
  423,         45682,           45270,            472,      5164,        1151,        111,         89253,             415,            248,    13196,       3344,        77
  424,         45895,           45482,            103,      5145,        1155,         52,         89676,             415,            234,    13263,       3358,        69
  425,         46244,           45830,            103,      5063,        1174,         51,         90100,             421,            236,    13311,       3374,        70
  426,         46653,           46238,             91,      5632,        1167,         44,         90525,             416,            232,    13308,       3372,        70
  427,         46915,           46499,             94,      5204,        1176,         49,         90951,             418,            232,    13348,       3379,        88
  428,         47030,           46613,            105,      5347,        1188,         49,         91378,             420,            247,    13386,       3391,        78
  429,         47283,           46865,            110,      5607,        1161,         53,         91806,             420,            242,    13394,       3391,       138
  430,         47532,           47113,            105,      5457,        1177,         52,         92235,             422,            234,    13480,       3415,        70
  431,         47843,           47423,            645,      5521,        1188,         55,         92665,             424,            240,    13485,       3415,        73
  432,         48097,           47676,            113,      5605,        1175,         52,         93096,             425,            240,    13539,       3432,        72
  433,         48140,           47718,            108,      5743,        1177,         53,         93528,             429,            252,    13618,       3452,        86
  434,         48162,           47739,            120,      5754,        1191,         53,         93961,             430,            247,    13651,       3461,        73
  435,         48395,           47971,            157,      5261,        1190,         53,         94395,             426,            254,    13654,       3457,        72
  436,         48489,           48064,            112,      5480,        1206,         53,         94830,             429,            270,    13744,       3482,        70
  437,         48773,           48347,            110,      5295,        1204,         53,         95266,             428,            246,    13769,       3491,        74
  438,         49050,           48623,            116,      5481,        1218,         55,         95703,             428,            249,    13806,       3501,        73
  439,         49179,           48751,            108,      5443,        1216,         53,         96141,             430,            245,    13848,       3507,        72
  440,         49312,           48883,            108,      5521,        1183,         53,         96580,             431,            264,    13889,       3523,        78
  441,         49633,           49203,            115,      5425,        1229,         57,         97020,             429,            250,    13927,       3533,        72
  442,         49906,           49475,            112,      5911,        1218,         67,         97461,             438,            238,    13920,       3527,        73
  443,         49933,           49501,            106,      5735,        1223,         52,         97903,             440,            242,    13976,       3541,        62
  444,         50193,           49760,             98,      5638,        1226,         47,         98346,             440,            241,    14016,       3548,        64
  445,         50601,           50167,            110,      5362,        1244,         52,         98790,             440,            245,    13953,       3525,       115
  446,         50782,           50347,            123,      5435,        1261,         46,         99235,             439,            234,    14103,       3575,        90
  447,         51159,           50723,            103,      5340,        1248,         36,         99681,             439,            290,    14104,       3575,        76
  448,         51308,           50871,             94,      5444,        1266,         47,        100128,             441,            241,    14129,       3577,       182
  449,         51363,           50925,            110,      5577,        1265,         54,        100576,             441,            268,    14180,       3589,        75
  450,         51394,           50955,            119,      5988,        1229,         83,        101025,             443,            266,    14217,       3597,        73
  451,         51401,           50961,            109,      5821,        1269,         56,        101475,             445,            377,    14213,       3595,        75
  452,         51515,           51074,            109,      5583,        1255,         51,        101926,             446,            277,    14272,       3612,        78
  453,         51930,           51488,            138,      5351,        1261,         56,        102378,             445,            261,    14363,       3644,        75
  454,         52176,           51733,            121,      5644,        1246,         57,        102831,             446,            275,    14354,       3635,       283
  455,         52589,           52145,            122,      5716,        1267,         55,        103285,             449,            268,    14401,       3651,       222
  456,         52903,           52458,            118,      5679,        1303,         59,        103740,             448,            283,    14459,       3666,       792
  457,         52988,           52542,            119,      5726,        1311,         56,        104196,             450,           1037,    14464,       3658,       163
  458,         53017,           52570,            116,      5870,        1279,         52,        104653,             450,            264,    14511,       3676,       112
  459,         53193,           52745,            117,      5937,        1267,         53,        105111,             454,            270,    14560,       3691,       107
  460,         53480,           53031,            125,      5821,        1316,         57,        105570,             454,            264,    14615,       3701,        85
  461,         53649,           53199,            115,      5502,        1321,         50,        106030,             453,            263,    14625,       3703,       101
  462,         53932,           53481,            117,      6029,        1285,         55,        106491,             453,            262,    14633,       3695,       100
  463,         54034,           53582,            113,      5885,        1298,         54,        106953,             452,            346,    14704,       3722,        93
  464,         54168,           53715,            116,      5981,        1304,         57,        107416,             455,            275,    14745,       3731,       111
  465,         54421,           53967,            117,      5644,        1338,         58,        107880,             454,            270,    14793,       3745,       108
  466,         54542,           54087,            122,      5789,        1298,         56,        108345,             455,            343,    14792,       3743,       233
  467,         54842,           54386,            120,      5712,        1327,         46,        108811,             460,           2478,    14833,       3754,        69
  468,         54883,           54426,             83,      6050,        1308,         41,        109278,             458,            251,    14875,       3764,       124
  469,         55089,           54631,             83,      5781,        1335,         39,        109746,             464,            251,    14925,       3779,        59
  470,         55213,           54754,             83,      5817,        1319,         37,        110215,             463,            252,    14949,       3782,       146
  471,         55369,           54909,            113,      5641,        1329,         50,        110685,             463,            290,    15015,       3803,        94
  472,         55444,           54983,            115,      5845,        1347,         51,        111156,             465,            280,    14977,       3785,        71
  473,         55616,           55154,             79,      5773,        1334,         37,        111628,             467,            264,    15074,       3812,        68
  474,         56043,           55580,             82,      6107,        1332,         38,        112101,             471,            248,    15149,       3840,        65
  475,         56442,           55978,             82,      6018,        1352,         39,        112575,             469,            249,    15142,       3838,        55
  476,         56719,           56254,             82,      5751,        1363,         45,        113050,             470,            250,    15165,       3840,        65
  477,         56905,           56439,             83,      5827,        1368,         38,        113526,             476,            298,    15236,       3857,       110
  478,         57219,           56752,            115,      6090,        1337,         52,        114003,             469,            263,    15229,       3856,        62
  479,         57617,           57149,             84,      5798,        1388,         41,        114481,             476,            254,    15254,       3859,        66
  480,         58037,           57568,             84,      6198,        1345,         38,        114960,             470,            271,    15322,       3876,        66
  481,         58372,           57902,             84,      5888,        1385,         37,        115440,             472,            281,    15329,       3880,        75
  482,         58739,           58268,            108,      5971,        1365,         59,        115921,             477,           1543,    15395,       3898,       166
  483,         59099,           58627,            118,      5939,        1382,        132,        116403,             476,            321,    15422,       3903,       105
  484,         59246,           58773,            123,      6434,        1364,         55,        116886,             482,            284,    15448,       3909,        73
  485,         59535,           59061,            106,      6329,        1368,         49,        117370,             478,            264,    15518,       3931,       142
  486,         59740,           59265,            112,      6179,        1358,         53,        117855,             482,            273,    15546,       3933,       164
  487,         59798,           59322,            171,      6124,        1372,         74,        118341,             479,            340,    15599,       3952,        93
  488,         60237,           59760,            123,      5973,        1389,         91,        118828,             483,            357,    15645,       3962,       131
  489,         60663,           60185,            153,      6136,        1393,         60,        119316,             483,            380,    15674,       3971,       113
  490,         61055,           60576,            153,      5964,        1398,         80,        119805,             485,            326,    15657,       3960,        90
  491,         61107,           60627,            256,      6397,        1366,         52,        120295,             484,            281,    15729,       3981,        82
  492,         61592,           61111,            126,      6157,        1392,         53,        120786,             485,            282,    15758,       3985,        62
  493,         61694,           61212,            120,      6515,        1407,         52,        121278,             488,            627,    15778,       3996,        69
  494,         61882,           61399,            129,      6114,        1419,         52,        121771,             487,            494,    15830,       4005,       105
  495,         62007,           61523,            113,      6230,        1406,         48,        122265,             487,            298,    15840,       4003,        58
  496,         62437,           61952,            124,      6114,        1409,         53,        122760,             488,            290,    15884,       4016,        63
  497,         62460,           61974,            125,      6896,        1384,         71,        123256,             490,            293,    15924,       4028,        56
  498,         62619,           62132,            127,      6539,        1429,         55,        123753,             492,            306,    15934,       4032,        62
  499,         62828,           62340,            131,      6280,        1409,         55,        124251,             494,            298,    16013,       4050,        63
  500,         63157,           62668,            131,      6212,        1443,        645,        124750,             489,            301,    16029,       4054,        95
  501,         63601,           63111,            136,      6188,        1422,         60,        125250,             494,            318,    16104,       4077,        69
  502,         64040,           63549,            135,      6294,        1424,       1358,        125751,             499,            464,    16141,       4085,       895
  503,         64145,           63653,            228,      6719,        1423,         62,        126253,             495,            336,    16159,       4085,        72
  504,         64178,           63685,            159,      6756,        1455,         64,        126756,             499,            312,    16230,       4113,        69
  505,         64196,           63702,            137,      6877,        1424,         61,        127260,             500,            331,    16249,       4112,        73
  506,         64305,           63810,            137,      6449,        1440,         61,        127765,             502,            329,    16249,       4110,       109
  507,         64361,           63865,            181,      6712,        1447,         60,        128271,             503,            326,    16372,       4145,        65
  508,         64723,           64226,            140,      6408,        1438,         77,        128778,             503,            299,    16377,       4146,        53
  509,         65037,           64539,             97,      6338,        1433,         44,        129286,             505,            295,    16368,       4141,        56
  510,         65381,           64882,             97,      6576,        1452,         43,        129795,             506,            297,    16430,       4158,        49
  511,         65411,           64911,             98,      7020,        1429,         41,        130305,             505,            308,    16439,       4157,       119
  512,         65606,           65105,            132,      6496,        1451,         55,        130816,             499,            327,    16469,       4165,      1827
  513,         65756,           65254,            166,      6358,        1457,         69,        131328,             508,            691,    16534,       4184,        76
  514,         65884,           65381,            147,      6480,        1481,         64,        131841,             509,            347,    16508,       4175,        73
  515,         66359,           65855,            164,      6647,        1448,         61,        132355,             512,            333,    16614,       4207,        74
  516,         66781,           66276,            147,      6528,        1471,         63,        132870,             509,            358,    16635,       4206,        78
  517,         67003,           66497,            154,      6702,        1488,         65,        133386,             509,            349,    16690,       4221,        74
  518,         67198,           66691,            146,      6456,        1516,         65,        133903,             512,            341,    16731,       4239,        76
  519,         67549,           67041,            185,      6585,        1494,         65,        134421,             508,            339,    16778,       4249,        74
  520,         67929,           67420,            162,      6604,        1470,         70,        134940,             515,            360,    16777,       4244,        97
  521,         68162,           67652,            297,      6371,        1511,       1179,        135460,             514,            338,    16870,       4270,        69
  522,         68390,           67879,            624,      6496,        1505,        905,        135981,             513,            424,    16853,       4257,        78
  523,         68515,           68003,            150,      7222,        1482,         60,        136503,             519,            347,    16901,       4275,        83
  524,         68646,           68133,            147,      6400,        1530,         61,        137026,             517,            345,    16924,       4279,        74
  525,         68857,           68343,            158,      6763,        1520,         65,        137550,             519,            355,    16994,       4297,        77
  526,         69111,           68596,            160,      6450,        1517,         69,        138075,             517,            341,    17011,       4304,       208
  527,         69159,           68643,            148,      7205,        1508,         67,        138601,             516,            390,    17063,       4313,        77
  528,         69205,           68688,            151,      7204,        1488,         64,        139128,             523,            504,    17139,       4340,        76
  529,         69482,           68964,            156,      6671,        1507,         62,        139656,             523,            933,    17142,       4336,        79
  530,         69644,           69125,            148,      6681,        1520,         65,        140185,             526,            356,    17189,       4349,        75
  531,         69682,           69162,            177,      7067,        1506,         68,        140715,             523,            357,    17233,       4364,        74
  532,         69835,           69314,            161,      6858,        1510,         63,        141246,             527,            376,    17255,       4364,        78
  533,         70128,           69606,            166,      6593,        1554,         65,        141778,             530,            372,    17337,       4384,        79
  534,         70480,           69957,            152,      6722,        1547,         66,        142311,             527,            375,    17342,       4383,        77
  535,         70690,           70166,            165,      6877,        1548,         48,        142845,             530,            338,    17437,       4412,        55
  536,         71098,           70573,            114,      6873,        1566,         61,        143380,             529,            398,    17405,       4393,        54
  537,         71558,           71032,            173,      7036,        1534,         68,        143916,             530,            586,    17514,       4434,        75
  538,         71946,           71419,            146,      6828,        1557,         50,        144453,             530,            351,    17488,       4413,        70
  539,         72463,           71935,            126,      7991,        1517,         50,        144991,             535,            349,    17563,       4443,        54
  540,         72746,           72217,            112,      6998,        1545,         46,        145530,             534,            343,    17573,       4447,        54
  541,         72917,           72387,            112,      7128,        1550,         48,        146070,             538,            354,    17605,       4447,        54
  542,         73197,           72666,            122,      6988,        1563,         48,        146611,             535,            348,    17687,       4476,        54
  543,         73340,           72808,            153,      6850,        1590,         67,        147153,             539,            376,    17711,       4482,        79
  544,         73659,           73126,            170,      6900,        1561,         62,        147696,             537,            374,    17756,       4488,        81
  545,         73704,           73170,            172,      7083,        1546,         63,        148240,             539,            359,    17773,       4494,        55
  546,         74103,           73568,            114,      6948,        1587,         48,        148785,             537,            354,    17890,       4530,        72
  547,         74162,           73626,            114,      7253,        1584,         48,        149331,             543,            382,    17857,       4516,        79
  548,         74256,           73719,            161,      7065,        1583,        233,        149878,             542,            380,    17887,       4527,        80
  549,         74529,           73991,            162,      7143,        1586,         61,        150426,             543,            615,    17951,       4541,       103
  550,         74961,           74422,            166,      7192,        1628,         88,        150975,             546,            374,    17969,       4540,        81
  551,         75349,           74809,            189,      6835,        1596,         65,        151525,             543,            384,    17975,       4545,        81
  552,         75768,           75227,            180,      7106,        1581,         67,        152076,             547,            387,    18036,       4559,        57
  553,         76052,           75510,            117,      7300,        1597,         51,        152628,             549,            402,    18080,       4576,        75
  554,         76464,           75921,            167,      7229,        1581,         68,        153181,             545,            881,    18150,       4589,        81
  555,         76734,           76190,            354,      7724,        1619,         72,        153735,             549,           2907,    18182,       4602,        75
  556,         76927,           76382,            159,      7253,        1582,         68,        154290,             552,            401,    18189,       4600,        76
  557,         77142,           76596,            172,      7224,        1613,         65,        154846,             548,            393,    18171,       4592,        80
  558,         77434,           76887,            168,      7287,        1591,         65,        155403,             551,            438,    18251,       4611,        83
  559,         77456,           76908,            178,      7557,        1627,         73,        155961,             556,            427,    18295,       4624,        84
  560,         77758,           77209,            179,      7189,        1587,         72,        156520,             553,            429,    18386,       4647,        88
  561,         77843,           77293,            184,      7144,        1626,         68,        157080,             553,            689,    18365,       4639,        84
  562,         77900,           77349,            169,      7593,        1570,         70,        157641,             557,            967,    18444,       4669,        75
  563,         77991,           77439,            165,      7291,        1634,         72,        158203,             557,            513,    18538,       4691,        74
  564,         78431,           77878,            168,      7158,        1617,         71,        158766,             557,            409,    18498,       4682,        73
  565,         78790,           78236,            162,      6911,        1637,         67,        159330,             558,            419,    18543,       4684,        84
  566,         79196,           78641,            168,      7203,        1643,         68,        159895,             562,            405,    18622,       4715,        84
  567,         79379,           78823,            173,      7687,        1608,         70,        160461,             559,            409,    18632,       4711,        81
  568,         79868,           79311,            178,      7208,        1670,         88,        161028,             562,            445,    18668,       4721,        75
  569,         80147,           79589,            300,      7176,        1669,         71,        161596,             561,            800,    18715,       4735,        75
