   n, insertion_cmp, insertion_swaps, insertion_time, quick_cmp, quick_swaps, quick_time, selection_cmp, selection_swaps, selection_time, heap_cmp, heap_swaps, heap_time
 318,         25563,           25250,             38,      3608,         866,         26,         50403,             314,             78,     9369,       2370,        31
 319,         25664,           25350,             38,      3711,         850,        119,         50721,             314,            107,     9424,       2384,        50
 320,         25723,           25408,             55,      3825,         859,         38,         51040,             310,            139,     9486,       2394,        48
 321,         25726,           25410,             54,      3865,         879,         37,         51360,             310,            138,     9522,       2404,        50
 322,         25838,           25521,             82,      3787,         883,         49,         51681,             315,            110,     9521,       2403,        39
 323,         26112,           25794,             39,      3671,         888,         27,         52003,             316,             81,     9537,       2408,        31
 324,         26117,           25798,             39,      3956,         864,         26,         52326,             318,             81,     9592,       2424,        32
 325,         26323,           26003,             56,      3517,         874,         27,         52650,             319,             81,     9622,       2429,        31
 326,         26505,           26184,             39,      3692,         886,         26,         52975,             322,             82,     9621,       2426,        31
 327,         26575,           26253,             39,      3810,         871,         26,         53301,             325,             82,     9689,       2447,        32
 328,         26701,           26378,             39,      3648,         887,         27,         53628,             320,            115,     9713,       2454,        32
 329,         26782,           26458,             39,      3921,         881,         27,         53956,             322,             83,     9773,       2472,        32
 330,         26802,           26477,             39,      3898,         892,         26,         54285,             323,             84,     9766,       2469,        32
 331,         27120,           26794,             40,      3995,         884,         26,         54615,             328,             84,     9820,       2478,        32
 332,         27125,           26798,             71,      4638,         866,         35,         54946,             328,             89,     9857,       2488,        32
 333,         27374,           27046,             40,      3847,         887,         26,         55278,             328,            154,     9893,       2500,        50
 334,         27404,           27075,             58,      3966,         905,         39,         55611,             331,            157,     9916,       2506,        49
 335,         27492,           27162,             57,      3957,         912,         39,         55945,             328,            152,     9995,       2533,        50
 336,         27510,           27179,             57,      4013,         912,         39,         56280,             331,            149,    10052,       2548,        55
 337,         27759,           27427,             61,      3933,         912,         39,         56616,             327,            154,    10077,       2550,        51
 338,         27898,           27565,             60,      4061,         931,         40,         56953,             331,            144,    10075,       2542,        45
 339,         27964,           27630,             54,      4205,         938,         36,         57291,             336,            122,    10125,       2555,        45
 340,         28161,           27826,             54,      4091,         911,         34,         57630,             330,            151,    10182,       2573,        54
 341,         28339,           28003,             57,      4076,         944,         70,         57970,             337,            134,    10210,       2582,        49
 342,         28539,           28202,             57,      4099,         909,         36,         58311,             336,            139,    10244,       2591,        45
 343,         28844,           28506,            148,      4120,         933,         40,         58653,             332,            144,    10297,       2601,        74
 344,         28864,           28525,             68,      4289,         932,         42,         58996,             337,            156,    10327,       2610,        51
 345,         28870,           28530,             63,      4511,         917,         38,         59340,             336,            141,    10359,       2617,        53
 346,         29148,           28807,             63,      4602,         933,         40,         59685,             340,            154,    10386,       2624,        53
 347,         29470,           29128,             64,      4201,         935,         42,         60031,             340,            165,    10412,       2633,        54
 348,         29595,           29252,             64,      3879,         962,         41,         60378,             344,            168,    10456,       2643,        53
 349,         29832,           29488,             62,      3918,         937,         39,         60726,             341,            159,    10524,       2663,        55
 350,         30163,           29818,             72,      4238,         962,         41,         61075,             341,            162,    10526,       2661,        52
 351,         30196,           29850,             66,      4300,         925,         41,         61425,             343,            162,    10546,       2667,        51
 352,         30502,           30155,             65,      4265,         945,         44,         61776,             345,            149,    10585,       2676,        50
 353,         30661,           30313,             64,      4138,         969,         41,         62128,             344,            149,    10651,       2694,        53
 354,         30999,           30650,             65,      4287,         944,         41,         62481,             347,            170,    10679,       2703,        55
 355,         31235,           30885,             65,      4021,         943,         41,         62835,             348,            171,    10660,       2694,        55
 356,         31469,           31118,             64,      4259,         966,         43,         63190,             349,            184,    10768,       2723,        55
 357,         31496,           31144,             65,      4440,         969,         43,         63546,             349,            175,    10807,       2735,        54
 358,         31581,           31228,             65,      4586,         953,         42,         63903,             354,            238,    10868,       2751,        56
 359,         31903,           31549,             65,      4355,         965,         42,         64261,             352,            145,    10847,       2744,        54
 360,         31975,           31620,             64,      4126,         989,         44,         64620,             353,            188,    10909,       2757,        56
 361,         32202,           31846,             66,      4192,         984,         43,         64980,             354,            180,    10901,       2755,        56
 362,         32492,           32135,             66,      4318,         994,         43,         65341,             356,            187,    10992,       2780,        71
 363,         32704,           32346,             72,      4345,         990,         44,         65703,             357,            186,    10959,       2771,        50
 364,         33028,           32669,             84,      4471,        1007,         40,         66066,             358,            153,    11054,       2800,        48
 365,         33065,           32705,             71,      4597,         980,         37,         66430,             358,            129,    11057,       2796,       101
 366,         33324,           32963,             66,      4472,         982,         40,         66795,             362,            156,    11093,       2806,        51
 367,         33516,           33154,             89,      4414,        1015,         45,         67161,             363,            176,    11083,       2805,        62
 368,         33529,           33166,             70,      5080,         986,         41,         67528,             365,            154,    11163,       2827,        55
 369,         33717,           33353,             86,      4246,        1007,         43,         67896,             360,            177,    11215,       2838,        67
 370,         33913,           33548,             71,      4365,        1022,         44,         68265,             363,            208,    11290,       2857,        60
 371,         33997,           33631,             72,      4433,        1009,         46,         68635,             365,            183,    11276,       2848,        59
 372,         34205,           33838,             80,      4429,        1007,         47,         69006,             364,            110,    11318,       2863,        39
 373,         34466,           34098,             53,      4280,        1014,         33,         69378,             367,            110,    11366,       2877,        39
 374,         34522,           34153,             53,      4367,        1034,         33,         69751,             369,            116,    11376,       2881,        39
 375,         34531,           34161,             53,      4882,        1015,         32,         70125,             371,            111,    11450,       2894,        39
 376,         34589,           34218,             53,      4382,        1043,         32,         70500,             370,            111,    11425,       2886,        39
 377,         34803,           34431,             54,      4588,        1026,         32,         70876,             373,            113,    11462,       2895,        47
 378,         35062,           34689,             57,      4265,        1024,         39,         71253,             367,            131,    11544,       2923,        39
 379,         35257,           34883,             54,      4510,        1053,         33,         71631,             369,            114,    11566,       2930,        40
 380,         35567,           35192,             59,      4550,        1047,         33,         72010,             374,            121,    11615,       2941,        40
 381,         35938,           35562,             55,      4892,        1046,         34,         72390,             373,            115,    11643,       2947,        40
 382,         36039,           35662,             55,      4535,        1040,         54,         72771,             376,            160,    11647,       2946,        41
 383,         36421,           36043,             83,      4829,        1051,         60,         73153,             371,            179,    11721,       2965,        58
 384,         36746,           36367,             81,      4507,        1027,         46,         73536,             379,            201,    11731,       2967,        41
 385,         36972,           36592,             77,      4390,        1077,         46,         73920,             378,            199,    11726,       2963,        55
 386,         37178,           36797,             75,      4510,        1066,         42,         74305,             381,            163,    11794,       2984,        59
 387,         37310,           36928,            184,      4533,        1060,         43,         74691,             382,            196,    11894,       3012,        57
 388,         37429,           37046,             81,      4687,        1086,         44,         75078,             382,            180,    11859,       2998,        54
 389,         37507,           37123,            372,      4657,        1068,         45,         75466,             379,            121,    11884,       3005,        41
 390,         37838,           37453,             58,      4766,        1067,         34,         75855,             385,            126,    11942,       3020,        42
 391,         37984,           37598,             58,      4920,        1068,         34,         76245,             387,            217,    11944,       3020,        60
 392,         38182,           37795,             85,      4575,        1107,         46,         76636,             386,            155,    12011,       3041,        41
 393,         38499,           38111,             59,      4659,        1070,         34,         77028,             385,            139,    12039,       3047,        41
 394,         38817,           38428,             59,      4665,        1084,         34,         77421,             391,            124,    12078,       3051,        42
 395,         39153,           38763,             60,      4766,        1103,         34,         77815,             392,            124,    12057,       3043,        41
 396,         39259,           38868,             60,      4522,        1087,         34,         78210,             390,            131,    12120,       3059,        42
 397,         39562,           39170,             60,      5028,        1118,         34,         78606,             392,            126,    12113,       3054,        41
 398,         39955,           39562,             61,      5209,        1087,         35,         79003,             397,            126,    12218,       3088,        42
 399,         40252,           39858,             61,      4916,        1101,         34,         79401,             393,            132,    12265,       3104,        42
 400,         40513,           40118,             62,      4693,        1111,         35,         79800,             394,            123,    12299,       3108,        41
 401,         40634,           40238,             60,      4893,        1101,         34,         80200,             391,            123,    12325,       3111,        41
 402,         40717,           40320,             60,      5334,        1095,         34,         80601,             398,            155,    12368,       3125,        59
 403,         40951,           40553,             61,      4851,        1125,         35,         81003,             399,            129,    12413,       3134,        41
 404,         41354,           40956,             61,      5123,        1127,         34,         81406,             396,            124,    12410,       3135,        41
 405,         41362,           40963,             75,      5292,        1108,         34,         81810,             397,            140,    12454,       3149,        41
 406,         41431,           41031,             61,      4886,        1132,         33,         82215,             402,            125,    12514,       3161,        42
 407,         41509,           41108,             61,      5426,        1099,         33,         82621,             400,            125,    12507,       3155,        42
 408,         41828,           41426,             88,      4912,        1122,         40,         83028,             406,            130,    12561,       3169,        42
 409,         42131,           41728,             62,      5132,        1125,         35,         83436,             405,            128,    12587,       3177,        42
 410,         42475,           42071,             62,      5037,        1121,         38,         83845,             402,            167,    12709,       3213,        42
 411,         42871,           42466,             63,      5398,        1136,         39,         84255,             401,            129,    12623,       3188,        46
 412,         43063,           42657,             63,      5067,        1157,         35,         84666,             400,            130,    12685,       3201,        99
 413,         43172,           42765,             78,      5257,        1116,         76,         85078,             404,            220,    12698,       3202,        65
 414,         43199,           42791,             78,      5556,        1121,         37,         85491,             408,            401,    12776,       3227,        43
 415,         43481,           43072,             64,      5059,        1147,         35,         85905,             411,            131,    12797,       3227,        43
 416,         43544,           43134,             64,      5267,        1157,         35,         86320,             413,            132,    12843,       3241,        43
 417,         43648,           43237,             87,      5108,        1157,         35,         86736,             410,            132,    12940,       3276,        56
 418,         43872,           43460,             62,      4766,        1172,         35,         87153,             411,            128,    12914,       3257,        41
 419,         43979,           43566,             63,      5072,        1168,         33,         87571,             412,            129,    12960,       3273,        42
 420,         44099,           43685,             63,      5198,        1151,         34,         87990,             411,            129,    13004,       3287,        42
 421,         44243,           43828,             63,      5370,        1165,         35,         88410,             412,            130,    13091,       3313,        42
 422,         44443,           44027,             63,      4878,        1208,         35,         88831,             418,            130,    13109,       3309,        84
 423,         44572,           44155,             83,      5091,        1180,         48,         89253,             416,            226,    13144,       3322,        53
 424,         44961,           44543,             64,      5124,        1167,         36,         89676,             414,            134,    13182,       3332,        55
 425,         45218,           44799,             65,      5477,        1175,         35,         90100,             418,            133,    13206,       3336,        43
 426,         45420,           45000,             65,      5012,        1212,         35,         90525,             419,            133,    13308,       3366,        43
 427,         45482,           45061,             65,      5268,        1194,         35,         90951,             420,            140,    13277,       3360,        43
 428,         45531,           45109,             65,      5564,        1206,         36,         91378,             422,            134,    13340,       3373,        43
 429,         45699,           45276,             65,      5354,        1211,         34,         91806,             423,            134,    13366,       3376,        43
 430,         45713,           45289,             72,      5707,        1181,         51,         92235,             424,            164,    13409,       3389,        44
 431,         45755,           45330,             65,      5659,        1184,        352,         92665,             425,            166,    13445,       3394,       342
 432,         45808,           45382,            142,      5476,        1203,         52,         93096,             425,            244,    13474,       3404,        65
 433,         46132,           45705,             91,      5396,        1192,         80,         93528,             425,            227,    13516,       3413,        72
 434,         46327,           45899,             66,      5298,        1215,         37,         93961,             427,            137,    13554,       3424,        44
 435,         46383,           45954,             66,      5344,        1230,         37,         94395,             426,            138,    13563,       3428,        44
 436,         46533,           46103,             66,      5285,        1206,         35,         94830,             427,            171,    13648,       3448,        45
 437,         46714,           46283,             67,      5535,        1203,         37,         95266,             428,            140,    13661,       3449,        44
 438,         46827,           46395,             67,      5592,        1224,         37,         95703,             432,            140,    13705,       3461,        44
 439,         46950,           46517,             82,      5315,        1212,         41,         96141,             432,            145,    13720,       3467,        54
 440,         46984,           46550,             74,      5868,        1191,         38,         96580,             431,            161,    13777,       3482,        62
 441,         47226,           46791,             68,      5430,        1243,         38,         97020,             434,            177,    13792,       3477,        57
 442,         47280,           46844,             68,      5511,        1247,         38,         97461,             435,            143,    13889,       3509,        55
 443,         47294,           46857,             88,      5697,        1226,         55,         97903,             436,            211,    13918,       3517,        59
 444,         47481,           47043,             68,      5462,        1238,         38,         98346,             438,            144,    13905,       3508,        46
 445,         47907,           47468,             68,      5686,        1231,         37,         98790,             438,            171,    13954,       3525,        54
 446,         48298,           47858,             84,      5503,        1228,         42,         99235,             437,            164,    14065,       3555,        51
 447,         48726,           48285,             69,      5837,        1236,         37,         99681,             440,            162,    14002,       3535,        59
 448,         49080,           48638,             70,      5642,        1246,         38,        100128,             444,            148,    14052,       3545,        46
 449,         49407,           48964,             70,      5622,        1266,         37,        100576,             445,            148,    14076,       3550,        48
 450,         49779,           49335,             71,      5604,        1222,         36,        101025,             440,            185,    14110,       3557,        57
 451,         50229,           49784,             71,      6495,        1236,         38,        101475,             441,            148,    14200,       3586,        46
 452,         50238,           49792,             71,      6442,        1247,         38,        101926,             441,            149,    14245,       3597,        46
 453,         50362,           49915,            128,      5662,        1262,         40,        102378,             448,            149,    14317,       3617,        46
 454,         50539,           50091,             72,      5733,        1263,         39,        102831,             445,            162,    14333,       3619,        62
 455,         50705,           50256,            108,      5894,        1288,         52,        103285,             448,            241,    14331,       3618,        69
 456,         51056,           50606,             99,      5605,        1301,         70,        103740,             446,            163,    14341,       3616,        47
 457,         51376,           50925,             96,      5680,        1280,         44,        104196,             446,            213,    14404,       3641,        62
 458,         51488,           51036,             85,      6073,        1299,         40,        104653,             451,            153,    14457,       3646,        47
 459,         51930,           51477,             86,      5986,        1273,         50,        105111,             453,            153,    14425,       3638,        48
 460,         52211,           51757,            101,      6076,        1274,         46,        105570,             453,            154,    14509,       3659,        48
 461,         52312,           51857,             74,      5936,        1286,         39,        106030,             455,            158,    14572,       3679,        47
 462,         52337,           51881,             74,      6135,        1309,         38,        106491,             457,            155,    14586,       3680,        47
 463,         52799,           52343,             75,      6196,        1282,         38,        106953,             460,            155,    14680,       3710,        47
 464,         53153,           52696,             78,      5749,        1284,         37,        107416,             461,            169,    14695,       3717,        46
 465,         53192,           52734,             73,      6304,        1289,         38,        107880,             461,            152,    14733,       3720,        46
 466,         53218,           52759,             73,      6669,        1289,         37,        108345,             460,            200,    14764,       3727,       118
 467,         53227,           52767,            145,      6561,        1303,         53,        108811,             462,            253,    14762,       3721,        52
 468,         53438,           52977,            114,      5743,        1294,         52,        109278,             463,            263,    14826,       3745,        78
 469,         53485,           53023,            105,      5979,        1319,         55,        109746,             461,            289,    14884,       3761,        75
 470,         53747,           53284,            113,      5844,        1329,         55,        110215,             465,            272,    14909,       3762,        78
 471,         54169,           53705,            113,      6005,        1316,         70,        110685,             462,            287,    14919,       3762,        71
 472,         54200,           53735,            168,      6023,        1327,         47,        111156,             464,            294,    14984,       3781,        69
 473,         54556,           54090,            112,      5961,        1292,         51,        111628,             461,            294,    14992,       3782,        72
 474,         54867,           54400,            103,      5728,        1339,         54,        112101,             470,            353,    15023,       3795,        69
 475,         55113,           54645,            111,      6174,        1334,         54,        112575,             468,            266,    15081,       3799,        69
 476,         55459,           54990,            150,      5932,        1317,         39,        113050,             471,            169,    15125,       3811,        46
 477,         55930,           55460,             74,      6915,        1330,         38,        113526,             469,            153,    15127,       3815,        46
 478,         55935,           55464,             74,      6335,        1352,         46,        114003,             469,            154,    15105,       3805,        47
 479,         56222,           55750,             75,      5801,        1357,        276,        114481,             474,            156,    15253,       3849,        54
 480,         56383,           55910,             75,      6510,        1336,         37,        114960,             476,            174,    15245,       3844,        69
 481,         56832,           56358,            110,      6207,        1324,         56,        115440,             475,            574,    15308,       3866,        74
 482,         57118,           56643,            116,      6106,        1347,         52,        115921,             475,            271,    15356,       3875,        73
 483,         57196,           56720,            112,      6381,        1362,         56,        116403,             478,            250,    15351,       3872,        81
 484,         57220,           56743,            110,      6363,        1341,         55,        116886,             475,            272,    15391,       3884,        75
 485,         57395,           56917,            111,      6279,        1349,         56,        117370,             475,            292,    15401,       3883,       162
 486,         57517,           57038,            112,      6133,        1366,         55,        117855,             479,            271,    15442,       3896,        73
 487,         57601,           57121,            126,      6158,        1367,         54,        118341,             483,            262,    15500,       3914,        71
 488,         57607,           57126,            109,      6423,        1362,         54,        118828,             484,            281,    15553,       3930,        75
 489,         57824,           57342,            112,      6124,        1378,         55,        119316,             483,            355,    15603,       3934,        71
 490,         57908,           57425,            122,      6511,        1366,         58,        119805,             485,            275,    15653,       3955,        77
 491,         58281,           57797,            142,      6191,        1357,         39,        120295,             484,            159,    15673,       3960,        47
 492,         58762,           58277,             76,      6404,        1374,         38,        120786,             486,            160,    15738,       3977,        47
 493,         59007,           58521,             94,      6333,        1405,         38,        121278,             479,            160,    15748,       3975,        47
 494,         59048,           58561,             76,      6660,        1375,         37,        121771,             485,            161,    15813,       3997,        47
 495,         59234,           58746,             76,      5888,        1432,         39,        122265,             485,            185,    15815,       3994,        47
 496,         59578,           59089,             92,      6010,        1407,         38,        122760,             490,            193,    15908,       4017,        47
 497,         59838,           59348,             77,      6359,        1425,         38,        123256,             490,            162,    15913,       4020,        47
 498,         60039,           59548,            104,      6189,        1412,         39,        123753,             488,            163,    15952,       4034,        47
 499,         60278,           59786,             78,      6438,        1408,         38,        124251,             488,            163,    15973,       4034,        47
 500,         60441,           59948,             78,      6236,        1417,         38,        124750,             494,            186,    15997,       4038,        59
 501,         60642,           60148,             79,      6548,        1432,         39,        125250,             496,            234,    16094,       4064,       118
 502,         61134,           60639,            111,      6993,        1374,         54,        125751,             496,            335,    16108,       4067,        74
 503,         61179,           60683,            115,      6574,        1402,         56,        126253,             498,            294,    16181,       4089,        66
 504,         61482,           60985,            130,      6731,        1425,         73,        126756,             500,            269,    16185,       4088,        68
 505,         61583,           61085,            119,      7088,        1402,         56,        127260,             500,            301,    16242,       4102,        70
 506,         61942,           61443,            116,      6599,        1397,         55,        127765,             501,            273,    16246,       4099,        83
 507,         62295,           61795,            131,      6458,        1419,         56,        128271,             501,            483,    16262,       4107,       100
 508,         62685,           62184,             92,      6482,        1427,         41,        128778,             500,            173,    16317,       4121,        50
 509,         63023,           62521,             84,      6595,        1435,         40,        129286,             503,            180,    16393,       4138,        76
 510,         63265,           62762,             96,      6381,        1445,         40,        129795,             504,            175,    16403,       4141,        50
 511,         63291,           62787,             84,      7093,        1413,         40,        130305,             505,            176,    16409,       4142,        50
 512,         63644,           63139,            114,      6389,        1450,         50,        130816,             504,            290,    16554,       4190,        76
 513,         64116,           63610,            123,      6541,        1450,         56,        131328,             506,            362,    16556,       4183,        70
 514,         64133,           63626,            140,      6779,        1447,         56,        131841,             508,            237,    16573,       4183,        51
 515,         64411,           63903,             86,      6384,        1462,         41,        132355,             504,            177,    16622,       4197,        51
 516,         64865,           64356,             86,      6812,        1449,         40,        132870,             505,            179,    16652,       4203,        55
 517,         65286,           64776,             92,      6401,        1483,         49,        133386,             509,            220,    16656,       4199,        51
 518,         65525,           65014,             87,      6755,        1495,         41,        133903,             511,            181,    16705,       4211,       108
 519,         65633,           65121,            132,      7031,        1451,         54,        134421,             512,            343,    16725,       4217,       101
 520,         66017,           65504,             87,      6580,        1481,         41,        134940,             517,            198,    16783,       4235,       116
 521,         66514,           66000,             88,      6830,        1474,         41,        135460,             515,            215,    16813,       4248,       100
 522,         66648,           66133,             88,      6992,        1459,         41,        135981,             517,            198,    16881,       4262,       187
 523,         67065,           66549,             89,      6745,        1488,         43,        136503,             517,            183,    16889,       4264,       166
 524,         67150,           66633,            131,      6785,        1495,         57,        137026,             517,            436,    16956,       4281,       128
 525,         67218,           66700,            100,      6583,        1475,         44,        137550,             520,            218,    16982,       4289,        84
 526,         67512,           66993,             89,      6831,        1488,         43,        138075,             519,            185,    17064,       4315,        72
 527,         67993,           67473,             92,      7065,        1455,         40,        138601,             519,            217,    17027,       4298,        68
 528,         68223,           67702,             90,      6638,        1500,         42,        139128,             519,            187,    17109,       4317,        71
 529,         68454,           67932,             91,      6631,        1508,         41,        139656,             523,            213,    17161,       4331,        68
 530,         68637,           68114,             94,      6643,        1505,         44,        140185,             523,            195,    17200,       4343,        73
 531,         69139,           68615,             94,      6994,        1521,         43,        140715,             525,            241,    17179,       4329,        71
 532,         69502,           68977,             95,      7051,        1518,         43,        141246,             526,            282,    17277,       4365,       115
 533,         69919,           69393,            171,      6830,        1516,         61,        141778,             526,            315,    17312,       4374,       113
 534,         70080,           69553,            138,      6761,        1534,         64,        142311,             527,            372,    17354,       4385,       120
 535,         70591,           70063,            142,      7475,        1514,        292,        142845,             532,            356,    17399,       4399,       112
 536,         70701,           70172,            135,      6607,        1546,         60,        143380,             530,            343,    17393,       4390,       122
 537,         70708,           70178,            342,      7198,        1540,         55,        143916,             532,            352,    17476,       4414,       194
 538,         70864,           70333,            136,      7205,        1525,         61,        144453,             530,            285,    17526,       4426,       165
 539,         71311,           70779,            147,      7169,        1549,         63,        144991,             530,            346,    17576,       4442,       101
 540,         71551,           71018,            108,      6838,        1561,         54,        145530,             535,            260,    17597,       4444,       160
 541,         71690,           71156,             92,      6857,        1545,         43,        146070,             537,            190,    17609,       4450,        80
 542,         72072,           71537,             99,      6986,        1524,         42,        146611,             538,            191,    17682,       4465,        71
 543,         72551,           72015,             93,      6825,        1534,         41,        147153,             533,            200,    17742,       4483,       184
 544,         72660,           72123,            131,      7099,        1536,         58,        147696,             539,            315,    17747,       4480,       182
 545,         73016,           72478,            134,      7074,        1559,         59,        148240,             537,            315,    17786,       4493,       188
 546,         73377,           72838,            147,      7200,        1564,        315,        148785,             541,            201,    17835,       4500,        76
 547,         73392,           72852,             97,      7344,        1565,         45,        149331,             541,            242,    17863,       4509,        86
 548,         73399,           72858,             97,      7494,        1577,         45,        149878,             541,            201,    17928,       4530,        74
 549,         73823,           73281,             97,      7076,        1581,         43,        150426,             541,            237,    17926,       4527,        72
 550,         74018,           73475,            217,      7160,        1572,         43,        150975,             541,            223,    17954,       4536,       109
 551,         74291,           73747,            139,      7055,        1575,         58,        151525,             544,            197,    17991,       4540,        73
 552,         74371,           73826,             95,      7188,        1560,         43,        152076,             544,            225,    18065,       4568,       221
 553,         74564,           74018,            139,      6949,        1598,         62,        152628,             545,            379,    18115,       4584,       114
 554,         74914,           74367,            132,      7122,        1569,         61,        153181,             549,            366,    18117,       4570,       110
 555,         75396,           74848,            136,      7369,        1584,         72,        153735,             547,            334,    18112,       4567,        88
 556,         75576,           75027,            140,      7159,        1589,         65,        154290,             548,            391,    18212,       4594,        75
 557,         76119,           75569,            146,      7813,        1576,         61,        154846,             547,            353,    18251,       4613,        73
 558,         76129,           75578,            168,      7551,        1585,         83,        155403,             548,            335,    18284,       4622,        79
 559,         76681,           76129,            144,      7495,        1618,         80,        155961,             556,            353,    18279,       4613,        76
 560,         76863,           76310,            153,      7084,        1616,         65,        156520,             553,            361,    18339,       4632,        75
 561,         77067,           76513,            146,      7034,        1601,         62,        157080,             549,            363,    18421,       4657,        77
 562,         77201,           76646,            149,      7303,        1627,         66,        157641,             554,            364,    18448,       4669,        76
 563,         77480,           76924,            151,      7404,        1628,         65,        158203,             555,            356,    18393,       4641,        82
 564,         77896,           77339,            150,      7412,        1612,         64,        158766,             559,            360,    18542,       4686,        77
 565,         78429,           77871,            240,      7521,        1626,         59,        159330,             561,            396,    18511,       4671,        72
 566,         78465,           77906,            139,      7573,        1643,         58,        159895,             562,            215,    18551,       4685,        52
 567,         78692,           78132,            157,      7093,        1650,         59,        160461,             560,            226,    18604,       4701,        52
 568,         78735,           78174,            104,      8015,        1599,         46,        161028,             564,            215,    18603,       4696,        51
 569,         79248,           78686,            104,      8018,        1601,         45,        161596,             563,            216,    18735,       4730,        78
 570,         79483,           78920,            146,      7085,        1648,         79,        162165,             561,            375,    18785,       4744,        75
 571,         79918,           79354,            155,      7311,        1643,         64,        162735,             561,            365,    18775,       4747,        76
 572,         80441,           79876,            156,      7650,        1625,         66,        163306,             568,            383,    18816,       4755,        77
 573,         80799,           80233,            152,      7574,        1617,         64,        163878,             566,            366,    18924,       4790,        75
 574,         81321,           80754,            154,      7794,        1629,         65,        164451,             563,            361,    18895,       4770,        76
 575,         81779,           81211,            158,      7404,        1641,         64,        165025,             567,            306,    18891,       4771,        53
 576,         82153,           81584,            108,      7090,        1670,         47,        165600,             571,            227,    18983,       4797,        52
 577,         82670,           82100,            108,      7819,        1642,         46,        166176,             570,            223,    19081,       4822,        52
 578,         83164,           82593,            153,      7810,        1620,         79,        166753,             572,            328,    19023,       4799,        75
 579,         83188,           82616,            155,      7751,        1663,         68,        167331,             573,            402,    19092,       4813,        78
 580,         83543,           82970,            152,      7778,        1659,         64,        167910,             575,            335,    19130,       4829,       354
 581,         83801,           83227,            169,      7401,        1678,         63,        168490,             571,            614,    19144,       4832,        78
 582,         84361,           83786,            160,      8547,        1659,         69,        169071,             577,            332,    19174,       4841,        67
 583,         84648,           84072,            150,      7718,        1680,         65,        169653,             577,            362,    19226,       4856,        72
 584,         84660,           84083,            159,      8719,        1645,         66,        170236,             576,            346,    19253,       4860,        78
 585,         84829,           84251,            159,      7412,        1707,         65,        170820,             573,            369,    19289,       4868,        77
 586,         85383,           84804,            161,      8233,        1678,         68,        171405,             578,            401,    19375,       4895,        68
 587,         85563,           84983,            161,      7473,        1714,         59,        171991,             579,            247,    19410,       4904,        54
 588,         85869,           85288,            118,      7420,        1715,         48,        172578,             582,            229,    19440,       4907,        54
 589,         85964,           85382,            113,      7824,        1689,         47,        173166,             583,            230,    19533,       4936,        57
 590,         86545,           85962,            114,      8613,        1659,         47,        173755,             584,            250,    19550,       4942,        55
 591,         86889,           86305,            117,      7893,        1722,         49,        174345,             586,            239,    19612,       4955,        60
 592,         87434,           86849,            118,      8010,        1673,         47,        174936,             583,            247,    19619,       4953,        54
 593,         88020,           87434,            115,      8156,        1688,         46,        175528,             586,            271,    19609,       4950,        80
 594,         88607,           88020,            165,      8123,        1710,         71,        176121,             590,            380,    19714,       4979,        79
 595,         88848,           88260,            171,      8178,        1736,         83,        176715,             590,            397,    19701,       4975,        81
 596,         89092,           88503,            175,      7774,        1736,         70,        177310,             587,            400,    19791,       5001,        80
 597,         89542,           88952,            170,      7474,        1713,         71,        177906,             590,            396,    19819,       5011,        77
 598,         89606,           89015,            164,      8506,        1715,         66,        178503,             591,            378,    19836,       5007,        77
 599,         90146,           89554,            164,      7965,        1746,         66,        179101,             592,            386,    19880,       5015,        75
 600,         90335,           89742,            166,      8047,        1729,         65,        179700,             594,            280,    19964,       5044,        63
 601,         90453,           89859,            163,      8059,        1757,         76,        180300,             594,            302,    19952,       5034,        56
 602,         91004,           90409,            119,      8600,        1726,         50,        180901,             597,            259,    20032,       5059,        89
 603,         91169,           90573,            165,      8308,        1754,         68,        181503,             596,            378,    19991,       5045,        80
 604,         91532,           90935,            173,      8205,        1748,         71,        182106,             601,            412,    20066,       5070,        88
 605,         91625,           91027,            177,      7741,        1750,         72,        182710,             599,            408,    20190,       5102,        83
 606,         91984,           91385,            186,      7779,        1793,         73,        183315,             599,            398,    20178,       5097,        82
 607,         92069,           91469,            181,      8131,        1743,         70,        183921,             600,            428,    20230,       5110,        84
 608,         92359,           91758,            181,      7912,        1760,         97,        184528,             604,            389,    20185,       5099,        82
 609,         92845,           92243,            172,      8608,        1715,         69,        185136,             598,            447,    20276,       5123,        89
 610,         93129,           92526,            177,      7873,        1789,         69,        185745,             596,            341,    20334,       5136,       101
 611,         93522,           92918,            174,      7724,        1763,         70,        186355,             608,            408,    20343,       5138,        84
 612,         93986,           93381,            179,      7951,        1760,         68,        186966,             603,            439,    20411,       5160,        92
 613,         94534,           93928,            184,      7995,        1800,         71,        187578,             607,            413,    20404,       5145,        85
 614,         94804,           94197,            195,      8144,        1773,         71,        188191,             607,            440,    20391,       5143,        89
 615,         95077,           94469,            175,      7775,        1781,         73,        188805,             605,            410,    20492,       5176,        86
 616,         95460,           94851,            182,      8137,        1783,         79,        189420,             609,            393,    20552,       5186,        59
 617,         96021,           95411,            178,      8074,        1797,         67,        190036,             611,            474,    20654,       5220,        81
 618,         96432,           95821,            199,      8125,        1770,         73,        190653,             609,            396,    20535,       5173,       104
 619,         96635,           96023,            198,      7955,        1802,         75,        191271,             613,            510,    20676,       5222,        92
 620,         96646,           96033,            190,      8563,        1767,         74,        191890,             613,            476,    20737,       5237,        88
